Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
M.Spence,Oakland Athletics,Cincinnati Reds,0,5.1,5,1,1,3,3,0,4.54,84,53,32,6,15,9,8,54,0.098,1.05,0.0,0.0,1.2,16,827
J.Junis,Cincinnati Reds,Oakland Athletics,1,4.0,0,0,0,0,3,0,3.19,43,30,15,7,8,4,5,65,0.218,0.7,0.01,0.06,2.1,12,827
M.Lorenzen,Kansas City Royals,Cleveland Guardians,0,1.2,1,0,0,1,1,0,3.43,27,14,8,3,3,2,3,53,0.047,1.25,0.06,2.83,0.5,5,827
G.Williams,Cleveland Guardians,Kansas City Royals,1,5.0,3,2,2,2,6,1,4.99,83,53,33,9,11,6,6,57,0.015,0.83,0.02,1.91,0.5,15,827
J.Cueto,Los Angeles Angels,Detroit Tigers,0,5.0,6,6,6,1,5,3,7.15,83,53,32,8,13,4,12,35,-0.359,0.9,0.0,0.0,-3.5,15,827
B.Hurter,Detroit Tigers,Los Angeles Angels,1,5.0,4,2,2,2,4,0,3.57,80,55,35,4,16,6,9,53,0.014,1.04,0.0,0.3,0.5,15,827
J.Verlander,Houston Astros,Philadelphia Phillies,0,5.0,7,4,4,1,3,1,4.16,90,58,37,9,12,8,10,39,-0.195,0.76,-0.13,0.84,-1.5,15,827
A.Nola,Philadelphia Phillies,Houston Astros,1,7.0,4,0,0,1,6,0,3.3,102,68,44,13,11,6,13,74,0.286,0.79,0.22,1.01,3.6,21,827
J.Steele,Chicago Cubs,Pittsburgh Pirates,0,5.0,6,2,2,2,6,0,3.09,93,58,33,9,16,11,4,51,-0.018,0.87,-0.0,0.21,0.5,15,827
J.Jones,Pittsburgh Pirates,Chicago Cubs,1,4.0,5,5,5,3,4,2,3.88,83,48,28,8,12,4,8,33,-0.368,0.84,-0.01,0.02,-3.0,12,827
G.Cole,New York Yankees,Washington Nationals,0,5.0,6,3,3,1,7,2,3.86,91,56,32,10,14,7,8,49,-0.111,0.74,-0.08,0.86,-0.6,15,827
P.Corbin,Washington Nationals,New York Yankees,1,6.0,2,0,0,2,6,0,5.5,104,64,34,11,19,9,5,72,0.306,0.77,0.0,0.0,2.9,18,827
Y.Rodriguez,Toronto Blue Jays,Boston Red Sox,0,5.0,8,6,6,1,3,1,4.82,79,53,34,7,12,7,13,29,-0.271,0.56,-0.02,0.05,-3.4,15,827
C.Criswell,Boston Red Sox,Toronto Blue Jays,1,3.1,5,1,1,3,0,0,4.34,72,46,28,4,14,4,9,43,-0.039,1.28,-0.01,0.72,-0.4,10,827
S.Schwellenbach,Atlanta Braves,Minnesota Twins,0,4.2,5,0,0,3,8,0,3.72,106,67,40,17,10,6,5,59,0.223,1.05,0.17,1.3,2.1,14,827
S.Woods,Minnesota Twins,Atlanta Braves,1,4.2,3,4,4,3,3,1,3.85,91,55,33,8,14,6,8,42,-0.051,0.86,-0.04,1.26,-0.3,14,827
D.Cease,San Diego Padres,St. Louis Cardinals,0,4.1,7,4,4,4,4,0,3.57,96,52,29,13,10,9,7,33,-0.108,1.5,-0.07,1.68,-1.0,13,827
M.Mikolas,St Louis Cardinals,St. Louis Cardinals,0,5.2,6,4,4,1,3,1,5.23,93,63,43,2,18,8,11,43,-0.126,0.92,-0.02,0.24,-1.0,17,827
L.Webb,San Francisco Giants,Milwaukee Brewers,0,5.0,4,4,4,3,4,2,3.24,110,73,48,2,23,9,7,44,-0.286,1.22,-0.05,0.36,-1.4,15,827
T.Myers,Milwaukee Brewers,San Francisco Giants,1,5.0,3,3,3,1,4,2,2.99,82,53,34,4,15,2,12,52,-0.104,0.95,-0.07,1.06,-0.4,15,827
R.Munoz,Miami Marlins,Colorado Rockies,0,1.1,7,6,6,1,0,3,6.53,45,25,19,0,6,4,7,15,-0.357,0.64,0.0,0.0,-5.5,4,827
C.Quantrill,Colorado Rockies,Miami Marlins,1,5.2,7,4,4,5,2,1,4.63,86,52,30,8,14,8,12,36,0.025,0.9,0.0,0.0,-0.9,17,827
S.Manaea,New York Mets,Arizona Diamondbacks,0,6.2,4,3,3,0,11,2,3.51,103,73,34,16,22,1,12,65,0.216,0.54,0.11,0.48,0.4,20,827
B.Pfaadt,Arizona Diamondbacks,New York Mets,1,4.2,8,8,6,1,6,1,4.31,98,59,38,8,13,7,10,25,-0.223,0.76,-0.17,0.99,-3.2,14,827
J.Springs,Tampa Bay Rays,Seattle Mariners,0,5.0,1,0,0,2,9,0,3.67,79,51,24,14,13,1,5,72,0.268,0.81,0.04,0.2,2.2,15,827
L.Gilbert,Seattle Mariners,Tampa Bay Rays,1,6.0,4,0,0,0,10,0,3.09,97,68,36,13,19,4,8,74,0.34,1.05,0.18,0.91,2.7,18,827
C.Irvin,Baltimore Orioles,Los Angeles Dodgers,0,4.1,5,2,2,2,3,0,4.79,60,39,26,3,10,7,7,46,-0.095,1.09,-0.08,1.46,-0.4,13,827
J.Flaherty,Los Angeles Dodgers,Baltimore Orioles,1,6.0,6,3,3,2,5,2,3.07,99,62,31,7,24,3,15,51,-0.071,1.03,-0.06,1.43,-0.0,18,827
