,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,C.Irvin,Baltimore Orioles,New York Mets,0, 4.1,5,2,2,2,2,1,4.82,83,52,31,3,18,5,10,45,0.003,0.98,0.00,1.39,0.2,13,821
1,S.Manaea,New York Mets,Baltimore Orioles,1, 7 ,3,3,3,0,9,1,3.48,90,65,35,12,18,10,5,68,0.065,1.04,0.03,0.82,1.0,21,821
2,C.Criswell,Boston Red Sox,Houston Astros,0, 4.2,4,1,1,1,4,1,4.41,80,43,24,6,13,8,5,55,0.177,0.95,0.11,1.02,1.3,14,821
3,J.Verlander,Houston Astros,Boston Red Sox,1, 5 ,4,2,2,1,6,0,3.92,76,52,25,9,18,3,10,56,0.027,0.97,0.02,1.06,0.4,15,821
4,D.German,Pittsburgh Pirates,Texas Rangers,0, 6 ,3,0,0,4,4,0,1.50,75,46,28,11,7,8,7,66,0.349,1.27,0.01,0.08,2.9,18,821
5,A.Heaney,Texas Rangers,Pittsburgh Pirates,1, 5 ,5,0,0,1,8,0,4.04,90,58,27,20,11,2,10,64,0.275,1.33,0.00,0.03,2.4,15,821
6,G.Crochet,Chicago White Sox,San Francisco Giants,0, 4 ,4,2,2,1,4,0,3.64,57,38,19,11,8,6,5,49,-0.041,1.34,0.00,0.00,-0.1,12,821
7,L.Webb,San Francisco Giants,Chicago White Sox,1, 8 ,5,2,2,0,6,0,3.13,93,65,37,13,15,11,10,70,0.287,1.02,0.10,0.62,1.8,24,821
8,J.Montgomery,Arizona Diamondbacks,Miami Marlins,0, 5.2,10,6,6,1,4,2,6.44,88,59,38,12,9,12,11,28,-0.414,0.84,-0.29,1.00,-3.2,17,821
9,R.Munoz,Miami Marlins,Arizona Diamondbacks,1, 3.1,5,3,3,3,3,1,5.98,73,40,22,4,14,4,6,38,-0.165,1.20,0.00,0.00,-1.4,10,821
10,S.Woods,Minnesota Twins,San Diego Padres,0, 5 ,3,1,1,2,7,1,3.69,101,69,38,11,20,4,8,62,0.166,0.71,0.14,1.01,1.5,15,821
11,M.Waldron,San Diego Padres,Minnesota Twins,1, 4.1,12,10,10,1,3,1,4.79,92,64,43,4,17,11,11,1,-0.328,0.85,-0.24,1.06,-7.2,13,821
12,T.Gordon,Colorado Rockies,Washington Nationals,0, 4 ,8,5,5,1,2,1,7.55,83,53,35,8,10,9,8,27,-0.268,0.78,0.00,0.00,-3.1,12,821
