,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,A.Civale,Milwaukee Brewers,Minnesota Twins,0, 4.1,4,5,5,4,4,2,5.17,87,48,25,8,15,4,8,35,-0.435,1.15,-0.34,1.50,-2.8,13,721
1,J.Ryan,Minnesota Twins,Milwaukee Brewers,1, 6 ,7,4,4,0,6,1,3.65,88,65,36,11,18,10,9,48,-0.164,1.28,-0.13,1.68,-1.1,18,721
2,M.Mikolas,St Louis Cardinals,Atlanta Braves,0, 6 ,7,2,2,1,3,1,5.02,88,56,37,12,7,9,10,52,0.165,0.96,0.12,1.19,1.1,18,721
3,S.Schwellenbach,Atlanta Braves,St. Louis Cardinals,1, 6 ,7,4,4,0,8,3,4.62,98,72,43,18,11,4,13,50,-0.148,0.73,-0.11,0.87,-0.9,18,721
4,S.Baz,Tampa Bay Rays,New York Yankees,0, 3.1,4,0,0,5,1,0,3.95,76,41,30,4,7,5,7,48,0.118,1.67,0.04,0.87,1.1,10,721
5,M.Stroman,New York Yankees,Tampa Bay Rays,1, 5.1,5,3,2,0,5,2,3.51,87,62,36,12,14,5,10,53,-0.089,0.62,-0.07,0.79,-0.3,16,721
6,T.Phillips,Philadelphia Phillies,Pittsburgh Pirates,0, 6 ,4,0,0,1,3,0,2.81,85,51,28,9,14,8,10,66,0.359,1.00,0.15,0.70,3.0,18,721
7,M.Gonzales,Pittsburgh Pirates,Philadelphia Phillies,1, 4.2,6,2,2,1,4,0,2.70,84,56,41,8,7,1,15,47,-0.037,0.92,-0.02,0.95,0.0,14,721
8,A.Abbott,Cincinnati Reds,Washington Nationals,0, 6.2,6,2,0,3,1,0,3.19,103,68,45,11,12,9,15,56,0.156,1.15,0.04,0.48,1.3,20,721
9,J.Irvin,Washington Nationals,Cincinnati Reds,1, 7 ,5,2,2,0,7,2,3.44,100,66,35,12,19,11,8,66,0.176,0.95,0.03,0.29,1.4,21,721
10,K.Montero,Detroit Tigers,Toronto Blue Jays,0, 5.1,8,5,5,0,3,2,5.97,72,52,36,1,15,3,17,35,-0.241,0.83,-0.07,0.41,-1.6,16,721
11,K.Gausman,Toronto Blue Jays,Detroit Tigers,1, 6.2,5,4,4,3,5,1,4.55,97,58,36,7,15,5,14,50,-0.091,1.06,-0.01,0.09,-0.7,20,721
12,M.King,San Diego Padres,Cleveland Guardians,0, 7 ,2,1,1,1,6,0,3.28,85,56,24,18,14,7,9,74,0.316,1.01,0.17,0.93,2.4,21,721
13,B.Lively,Cleveland Guardians,San Diego Padres,1, 5.1,6,2,2,2,2,0,3.57,97,66,43,4,19,6,13,48,-0.007,0.92,-0.00,1.01,0.4,16,721
14,C.Scott,New York Mets,Miami Marlins,0, 4 ,7,3,3,2,4,1,4.56,75,50,32,11,7,3,12,38,-0.157,1.33,-0.09,1.23,-0.9,12,721
15,T.Rogers,Miami Marlins,New York Mets,1, 4.2,5,2,1,2,5,0,4.59,99,65,41,6,18,7,8,51,-0.021,1.31,0.00,0.00,0.1,14,721
16,D.Thorpe,Chicago White Sox,Kansas City Royals,0, 6 ,3,0,0,2,5,0,3.03,97,62,33,16,13,5,10,69,0.371,1.33,0.00,0.00,3.1,18,721
17,S.Lugo,Kansas City Royals,Chicago White Sox,1, 9 ,3,1,1,0,6,0,2.38,103,69,39,9,21,10,13,83,0.378,1.01,0.27,1.20,3.6,27,721
18,B.Pfaadt,Arizona Diamondbacks,Chicago Cubs,0, 7 ,1,0,0,1,7,0,3.74,94,61,33,12,16,4,11,81,0.469,1.12,0.32,1.28,3.6,21,721
19,S.Imanaga,Chicago Cubs,Arizona Diamondbacks,1, 7 ,2,1,1,1,10,1,2.86,90,63,36,18,9,2,11,78,0.226,0.99,0.05,0.39,2.6,21,721
20,D.Kremer,Baltimore Orioles,Texas Rangers,0, 5.1,5,3,3,3,2,1,4.43,89,50,31,4,15,9,10,45,-0.139,0.71,-0.10,0.81,-1.3,16,721
21,A.Heaney,Texas Rangers,Baltimore Orioles,1, 5 ,2,0,0,3,4,0,3.60,100,61,41,9,11,3,10,64,0.255,1.09,0.06,0.40,2.4,15,721
22,H.Birdsong,San Francisco Giants,Colorado Rockies,0, 6 ,2,2,2,2,12,1,3.55,98,62,18,27,17,3,5,70,0.194,1.00,0.05,0.46,1.3,18,721
23,R.Feltner,Colorado Rockies,San Francisco Giants,1, 7 ,6,3,2,1,6,2,5.19,98,60,36,11,13,6,13,60,0.070,0.76,0.00,0.00,0.8,21,721
24,C.Fulmer,Los Angeles Angels,Oakland Athletics,0, 4.2,5,3,3,2,3,1,3.66,77,48,24,8,16,8,7,43,-0.171,1.09,-0.00,0.05,-0.8,14,721
25,J.Estes,Oakland Athletics,Los Angeles Angels,1, 5.2,8,2,2,2,4,1,5.11,97,64,47,5,12,7,12,47,0.020,1.26,0.00,0.01,0.3,17,721
26,R.Blanco,Houston Astros,Seattle Mariners,0, 5.2,6,4,4,1,5,1,2.75,100,65,41,16,8,5,13,45,-0.124,0.80,-0.13,1.35,-0.5,17,721
27,B.Woo,Seattle Mariners,Houston Astros,1, 5.2,4,2,2,0,5,1,2.54,73,51,33,6,12,9,6,58,0.168,0.90,0.16,1.39,1.4,17,721
28,K.Crawford,Boston Red Sox,Los Angeles Dodgers,0, 5 ,7,6,6,0,2,5,3.37,76,53,36,9,8,6,14,31,-0.344,0.59,-0.24,0.68,-3.5,15,721
29,J.Paxton,Los Angeles Dodgers,Boston Red Sox,1, 5 ,4,3,3,4,7,1,4.43,95,58,29,11,18,6,7,50,-0.024,0.95,-0.02,1.13,-0.8,15,721
