Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
F.Valdez,Houston Astros,Detroit Tigers,0,7.0,6,2,2,2,4,0,3.64,103,62,38,10,14,18,5,59,0.092,0.89,0.02,0.34,1.6,21,510
C.Mize,Detroit Tigers,Houston Astros,1,6.0,5,1,1,2,2,1,3.58,88,54,38,8,8,11,8,58,0.237,1.26,0.13,1.14,2.1,18,510
J.Assad,Chicago Cubs,Pittsburgh Pirates,0,4.1,4,2,1,2,4,0,1.7,89,53,25,8,20,6,8,51,-0.015,1.17,-0.01,1.44,0.1,13,510
J.Jones,Pittsburgh Pirates,Chicago Cubs,1,6.0,7,3,2,2,4,1,2.68,87,63,38,16,9,7,14,50,-0.046,1.28,-0.02,1.01,0.1,18,510
C.Schmidt,New York Yankees,Tampa Bay Rays,0,6.2,5,0,0,2,6,0,2.95,87,57,27,14,16,6,10,68,0.438,1.39,0.34,1.8,3.3,20,510
T.Bradley,Tampa Bay Rays,New York Yankees,1,6.0,4,1,1,2,7,0,1.5,93,59,34,8,17,3,12,65,0.187,0.96,0.1,0.82,2.0,18,510
B.Pfaadt,Arizona Diamondbacks,Baltimore Orioles,0,6.0,5,3,3,2,0,0,4.6,88,56,41,4,11,11,12,48,-0.057,0.89,-0.03,0.71,-0.1,18,510
C.Irvin,Baltimore Orioles,Arizona Diamondbacks,1,5.2,5,2,2,1,6,1,2.9,95,62,32,11,19,6,10,56,0.189,0.88,0.14,1.05,1.5,17,510
J.Ryan,Minnesota Twins,Toronto Blue Jays,0,7.0,6,1,1,0,7,1,3.21,104,75,44,11,20,5,15,68,0.372,1.27,0.27,1.52,2.5,21,510
Y.Kikuchi,Toronto Blue Jays,Minnesota Twins,1,8.0,4,2,2,0,3,1,2.64,97,68,43,8,17,8,16,69,0.178,0.84,0.08,0.6,2.0,24,510
P.Corbin,Washington Nationals,Boston Red Sox,0,5.0,7,1,1,1,4,0,5.91,86,54,32,7,15,10,7,52,0.195,1.17,0.1,0.99,1.7,15,510
T.Houck,Boston Red Sox,Washington Nationals,1,7.0,6,3,3,1,4,0,2.24,95,65,34,9,22,14,8,56,0.003,0.71,0.0,0.61,0.8,21,510
R.Suarez,Philadelphia Phillies,Miami Marlins,0,7.0,3,0,0,2,9,0,1.5,97,63,28,9,26,8,6,78,0.236,0.54,0.16,0.62,3.8,21,510
T.Rogers,Miami Marlins,Philadelphia Phillies,1,3.1,9,5,4,2,3,1,6.57,81,52,30,9,13,7,9,25,-0.28,0.93,-0.02,0.1,-4.5,10,510
C.Morton,Atlanta Braves,New York Mets,0,7.0,3,1,1,1,7,1,3.14,99,65,39,13,13,10,6,73,0.259,0.79,0.19,0.94,2.6,21,510
J.Quintana,New York Mets,Atlanta Braves,1,5.0,6,4,4,2,3,3,5.44,85,48,34,5,9,8,9,40,-0.197,0.57,-0.11,0.53,-1.4,15,510
C.Carrasco,Cleveland Guardians,Chicago White Sox,0,7.0,6,5,3,0,5,2,5.36,93,63,39,7,17,11,13,54,-0.133,0.71,-0.09,0.83,-1.3,21,510
G.Crochet,Chicago White Sox,Cleveland Guardians,1,6.0,5,0,0,0,11,0,4.63,97,72,38,21,13,7,5,73,0.336,1.04,0.02,0.1,3.2,18,510
L.Lynn,St Louis Cardinals,Milwaukee Brewers,0,4.2,5,5,4,2,5,0,3.79,85,51,35,6,10,4,9,39,-0.105,0.98,-0.04,0.61,-0.9,14,510
R.Gasser,Milwaukee Brewers,St. Louis Cardinals,1,6.0,2,0,0,0,4,0,0.0,79,55,27,10,18,7,8,72,0.286,0.89,0.22,1.12,3.1,18,510
J.Gray,Texas Rangers,Colorado Rockies,0,6.0,8,1,1,1,7,0,2.36,90,62,34,16,12,6,13,58,0.239,1.14,0.17,1.34,2.6,18,510
A.Gomber,Colorado Rockies,Texas Rangers,1,6.2,5,2,1,2,5,1,3.43,82,58,33,10,15,14,6,61,0.244,1.02,0.01,0.11,2.6,20,510
A.Marsh,Kansas City Royals,Los Angeles Angels,0,5.1,4,1,1,2,7,1,2.53,85,59,29,18,12,7,7,61,0.098,1.12,0.07,1.27,1.2,16,510
G.Canning,Los Angeles Angels,Kansas City Royals,1,5.2,3,0,0,2,3,0,5.75,90,56,37,8,11,4,13,64,0.298,1.06,0.08,0.45,2.7,17,510
T.Glasnow,Los Angeles Dodgers,San Diego Padres,0,7.0,1,1,1,2,10,1,2.53,99,68,44,11,13,7,3,79,0.212,0.69,0.17,0.91,2.5,21,510
M.King,San Diego Padres,Los Angeles Dodgers,1,7.0,2,0,0,3,11,0,3.67,106,74,29,17,28,5,8,81,0.46,1.16,0.3,1.26,3.5,21,510
P.Blackburn,Oakland Athletics,Seattle Mariners,0,4.0,7,7,7,3,5,1,4.11,89,53,25,12,16,4,10,22,-0.251,0.79,-0.12,0.65,-4.9,12,510
B.Woo,Seattle Mariners,Oakland Athletics,1,4.1,1,0,0,1,3,0,0.0,62,42,23,5,14,5,6,63,0.223,0.75,0.15,0.85,2.2,13,510
A.Abbott,Cincinnati Reds,San Francisco Giants,0,5.0,6,2,2,1,2,1,3.35,88,54,37,7,10,5,14,48,0.082,1.07,0.03,0.68,0.5,15,510
L.Webb,San Francisco Giants,Cincinnati Reds,1,7.0,8,3,2,2,6,0,3.38,100,64,37,8,19,14,7,55,0.033,1.19,0.01,0.8,0.6,21,510
