,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,Z.Littell,Tampa Bay Rays,Baltimore Orioles,0, 5 ,3,0,0,1,4,0,3.89,81,55,36,6,13,5,10,64,0.211,1.04,0.02,0.15,1.9,15,908
1,C.Burnes,Baltimore Orioles,Tampa Bay Rays,1, 6 ,7,2,2,2,3,1,3.18,93,62,42,8,12,6,15,51,0.009,1.03,0.01,1.38,0.8,18,908
2,Y.Rodriguez,Toronto Blue Jays,Atlanta Braves,0, 5 ,2,1,1,1,6,1,4.42,73,44,24,10,10,2,8,64,0.132,0.75,0.00,0.01,1.6,15,908
3,C.Sale,Atlanta Braves,Toronto Blue Jays,1, 6 ,2,0,0,1,7,0,2.38,113,71,41,10,20,3,10,74,0.372,0.95,0.30,1.29,3.1,18,908
4,C.Flexen,Chicago White Sox,Boston Red Sox,0, 6 ,6,2,2,1,6,2,5.26,87,53,31,11,11,4,11,57,0.029,0.99,0.00,0.00,1.1,18,908
5,R.Fitts,Boston Red Sox,Chicago White Sox,1, 5.2,6,2,0,1,2,0,0.00,66,44,32,3,9,10,9,54,0.148,1.44,0.05,0.82,1.7,17,908
6,P.Corbin,Washington Nationals,Pittsburgh Pirates,0, 6 ,10,7,7,0,5,3,5.60,102,69,40,14,15,10,14,29,-0.384,0.61,0.00,0.00,-3.9,18,908
7,J.Jones,Pittsburgh Pirates,Washington Nationals,1, 7 ,4,2,2,0,9,1,3.82,92,68,33,14,21,3,13,70,0.102,0.74,0.00,0.00,1.6,21,908
8,S.Johnson,Philadelphia Phillies,Miami Marlins,0, 2.1,8,9,9,3,0,1,34.71,58,37,19,6,12,4,11,2,-0.338,0.75,-0.17,0.63,-7.1,7,908
9,E.Cabrera,Miami Marlins,Philadelphia Phillies,1, 7 ,3,0,0,1,6,0,4.88,97,61,34,13,14,7,10,76,0.154,0.27,0.00,0.00,3.8,21,908
10,J.Aguiar,Cincinnati Reds,New York Mets,0, 4.2,2,0,0,2,2,0,5.06,90,56,37,9,10,6,8,60,0.230,1.23,0.00,0.00,2.1,14,908
11,L.Severino,New York Mets,Cincinnati Reds,1, 6.2,5,1,1,2,8,0,3.74,97,66,39,12,15,4,11,66,0.196,1.34,0.16,1.87,2.2,20,908
12,S.Woods,Minnesota Twins,Kansas City Royals,0, 4.1,3,2,2,3,2,0,3.96,70,44,25,8,11,4,10,48,-0.013,1.15,-0.01,1.49,-0.0,13,908
13,M.Wacha,Kansas City Royals,Minnesota Twins,1, 7 ,4,0,0,1,7,0,3.34,91,58,31,15,12,4,11,75,0.421,1.01,0.36,1.45,3.6,21,908
14,K.Freeland,Colorado Rockies,Milwaukee Brewers,0, 6 ,3,1,0,0,4,0,4.97,89,64,46,4,14,4,14,68,0.218,0.88,0.00,0.00,2.1,18,908
15,F.Peralta,Milwaukee Brewers,Colorado Rockies,1, 4.2,7,3,3,2,4,1,3.81,86,50,30,16,4,5,11,40,0.107,1.33,0.07,1.43,1.1,14,908
16,L.Castillo,Seattle Mariners,St. Louis Cardinals,0, 3 ,5,2,2,1,3,0,3.64,56,36,20,8,8,5,6,43,-0.014,0.55,-0.01,0.34,-1.1,9,908
17,M.Mikolas,St Louis Cardinals,St. Louis Cardinals,0, 2 ,9,7,6,0,3,1,5.55,54,43,29,8,6,2,10,15,-0.413,0.72,-0.03,0.10,-6.0,6,908
18,G.Cole,New York Yankees,Chicago Cubs,0, 6 ,3,2,0,1,7,0,3.36,99,66,40,7,19,3,12,68,0.079,0.91,0.06,1.17,1.0,18,908
19,J.Taillon,Chicago Cubs,New York Yankees,1, 6 ,6,1,1,1,6,0,3.57,97,61,31,10,20,8,10,61,0.274,1.32,0.01,0.12,2.0,18,908
20,C.Dana,Los Angeles Angels,Texas Rangers,0, 1 ,7,5,5,1,1,3,9.00,43,29,22,3,4,4,5,19,-0.374,0.61,0.00,0.00,-6.4,3,908
21,A.Heaney,Texas Rangers,Los Angeles Angels,1, 6 ,3,4,3,1,8,1,3.84,96,64,35,10,19,4,10,59,0.014,0.71,0.00,0.02,-0.8,18,908
22,B.Brieske,Detroit Tigers,Oakland Athletics,0, 1 ,0,0,0,2,2,0,4.07,31,19,11,1,7,1,0,53,0.047,1.25,0.01,0.51,0.5,3,908
23,J.Ginn,Oakland Athletics,Detroit Tigers,1, 5 ,7,3,3,1,5,1,4.58,83,50,33,8,9,5,12,45,-0.126,0.79,0.00,0.00,-0.7,15,908
24,T.Bibee,Cleveland Guardians,Los Angeles Dodgers,0, 5 ,4,2,2,3,4,1,3.56,94,58,37,7,14,3,11,52,-0.006,1.12,-0.01,1.44,0.4,15,908
25,J.Flaherty,Los Angeles Dodgers,Cleveland Guardians,1, 7.1,4,0,0,0,6,0,2.86,92,59,34,12,13,8,11,76,0.406,0.96,0.24,0.95,3.4,22,908
26,S.Bivens,San Francisco Giants,San Diego Padres,0, 4.1,4,1,1,1,3,1,2.77,63,42,25,6,11,5,9,53,0.143,0.66,0.00,0.01,1.0,13,908
27,J.Musgrove,San Diego Padres,San Francisco Giants,1, 4.1,8,6,6,1,7,3,4.54,74,52,26,10,16,2,12,29,-0.295,0.59,-0.21,0.69,-4.4,13,908
28,R.Nelson,Arizona Diamondbacks,Houston Astros,0, 4.2,6,5,5,2,4,1,4.33,88,58,32,9,16,4,12,34,0.000,0.55,0.00,0.72,-3.0,14,908
29,J.Verlander,Houston Astros,Arizona Diamondbacks,1, 3 ,8,8,8,1,0,2,5.30,75,46,30,2,14,4,13,10,-0.383,0.72,-0.25,0.78,-6.5,9,908
