,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
0,N.Martinez,Cincinnati Reds,Atlanta Braves,0, 7 ,2,0,0,1,5,0,3.46,97,64,35,10,19,6,12,77,0.505,1.06,0.00,0.00,3.6,21,909
1,C.Morton,Atlanta Braves,Cincinnati Reds,1, 6.2,6,1,1,2,7,0,4.11,100,61,31,12,18,11,7,63,0.213,1.07,0.18,1.50,2.2,20,909
2,C.Sulser,Tampa Bay Rays,Philadelphia Phillies,0, 1 ,0,0,0,2,0,0,3.97,28,15,12,2,1,3,0,51,0.048,0.86,0.01,0.18,0.5,3,909
3,C.Sanchez,Philadelphia Phillies,Tampa Bay Rays,1, 6 ,4,0,0,1,4,0,3.33,94,68,37,17,14,10,8,67,0.356,1.06,0.21,1.03,3.0,18,909
4,V.Bellozo,Miami Marlins,Pittsburgh Pirates,0, 5.1,6,3,1,1,2,1,3.57,91,57,34,8,15,9,13,49,-0.100,0.68,0.00,0.00,-0.4,16,909
5,P.Skenes,Pittsburgh Pirates,Miami Marlins,1, 6 ,6,1,1,1,9,0,2.10,98,67,38,13,16,9,5,64,0.246,1.12,0.00,0.00,2.1,18,909
6,B.Singer,Kansas City Royals,New York Yankees,0, 5 ,5,3,3,3,3,1,3.42,92,49,31,5,13,8,8,45,-0.109,1.20,-0.10,1.88,-0.5,15,909
7,C.Rodon,New York Yankees,Kansas City Royals,1, 6 ,6,4,3,1,9,2,4.21,98,67,30,18,19,8,8,54,-0.217,0.89,-0.19,1.26,-1.0,18,909
8,T.Megill,New York Mets,Toronto Blue Jays,0, 6 ,1,0,0,2,9,0,4.48,88,55,29,13,13,7,3,77,0.379,0.99,0.34,1.46,2.9,18,909
9,R.Burr,Toronto Blue Jays,New York Mets,1, 2 ,0,0,0,0,3,0,4.10,30,22,10,5,7,1,2,59,0.098,0.82,0.00,0.00,1.0,6,909
10,C.Povich,Baltimore Orioles,Boston Red Sox,0, 4.2,5,4,4,2,5,2,5.91,76,46,22,13,11,6,8,41,-0.205,0.74,-0.18,1.08,-1.7,14,909
11,B.Bello,Boston Red Sox,Baltimore Orioles,1, 5.1,3,2,2,5,5,0,4.70,101,62,35,10,17,8,7,54,0.121,1.30,0.03,0.56,0.8,16,909
12,J.Cantillo,Cleveland Guardians,Chicago White Sox,0, 7 ,2,1,1,0,10,0,5.96,99,65,35,11,19,7,6,79,0.235,0.46,0.21,0.68,2.4,21,909
13,J.Shuster,Chicago White Sox,Cleveland Guardians,1, 2.2,5,3,3,0,5,1,4.66,47,35,23,9,3,1,7,41,-0.195,0.75,0.00,0.00,-1.9,8,909
14,R.Detmers,Los Angeles Angels,Minnesota Twins,0, 6 ,5,2,2,2,8,1,5.64,97,63,29,14,20,7,7,60,0.149,0.95,0.00,0.00,1.0,18,909
15,D.Festa,Minnesota Twins,Los Angeles Angels,1, 4 ,4,4,4,3,4,1,5.08,66,41,23,7,11,5,6,39,-0.210,0.74,-0.16,0.96,-2.0,12,909
16,K.Hendricks,Chicago Cubs,Los Angeles Dodgers,0, 4.1,4,2,2,4,2,0,6.51,90,54,37,6,11,7,8,45,-0.020,0.93,-0.00,0.11,-0.1,13,909
17,W.Buehler,Los Angeles Dodgers,Chicago Cubs,1, 5 ,9,5,5,1,4,2,5.95,86,60,41,8,11,6,12,32,-0.300,0.58,-0.13,0.41,-2.9,15,909
