Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
J.Kochanowicz,Los Angeles Angels,Washington Nationals,0,7.2,6,2,2,1,2,1,7.98,93,61,44,4,13,17,9,60,0.222,0.53,0.0,0.01,1.6,23,811
M.Gore,Washington Nationals,Los Angeles Angels,1,4.0,5,5,0,6,2,0,4.5,86,48,33,7,8,7,7,38,-0.264,1.28,-0.01,0.04,-3.1,12,811
H.Brown,Houston Astros,Boston Red Sox,0,5.1,5,2,2,2,9,0,3.96,95,64,34,15,15,6,4,57,0.235,0.67,0.18,0.85,0.5,16,811
J.Paxton,Boston Red Sox,Houston Astros,1,0.2,2,0,0,0,0,0,4.4,5,4,3,0,1,3,0,48,0.026,0.9,0.02,0.98,0.3,2,811
A.Heaney,Texas Rangers,New York Yankees,0,4.2,5,4,3,2,4,1,4.05,83,49,27,9,13,5,10,42,-0.043,0.76,-0.01,0.14,-0.0,14,811
M.Stroman,New York Yankees,Texas Rangers,1,5.0,4,1,1,3,1,0,4.01,89,52,37,1,14,9,7,53,0.198,0.87,0.15,1.1,0.9,15,811
J.Sears,Oakland Athletics,Toronto Blue Jays,0,7.0,3,3,3,3,4,1,4.32,97,62,33,11,18,12,6,60,0.078,0.2,0.0,0.0,1.4,21,811
C.Bassitt,Toronto Blue Jays,Oakland Athletics,1,4.0,8,7,7,2,5,2,4.3,86,51,28,7,16,5,9,21,-0.407,0.39,-0.01,0.01,-5.1,12,811
D.Cease,San Diego Padres,Miami Marlins,0,5.0,6,5,2,2,5,1,3.41,91,54,27,17,10,9,8,44,-0.262,0.64,-0.23,0.96,-2.3,15,811
M.Meyer,Miami Marlins,San Diego Padres,1,6.1,7,4,4,0,4,0,5.2,91,61,42,5,14,12,9,47,-0.077,0.85,0.0,0.0,-0.9,19,811
A.Suarez,Baltimore Orioles,Tampa Bay Rays,0,6.2,4,0,0,1,5,0,3.39,94,57,38,11,8,7,12,70,0.457,1.12,0.34,1.38,3.2,20,811
J.Springs,Tampa Bay Rays,Baltimore Orioles,1,5.0,6,1,1,0,8,1,4.61,83,58,27,18,13,4,9,59,0.083,0.83,0.02,0.32,1.0,15,811
N.Lodolo,Cincinnati Reds,Milwaukee Brewers,0,5.1,3,3,3,3,4,1,3.99,79,53,29,4,20,5,10,51,-0.091,1.04,-0.01,0.23,-0.3,16,811
D.Hall,Milwaukee Brewers,Cincinnati Reds,1,4.2,5,3,3,3,9,1,7.29,92,56,30,10,16,4,5,48,-0.123,1.32,-0.09,1.69,-0.6,14,811
T.Bibee,Cleveland Guardians,Minnesota Twins,0,5.2,6,1,1,0,5,1,3.39,84,58,38,11,9,4,14,58,0.177,0.85,0.2,1.6,1.8,17,811
D.Festa,Minnesota Twins,Cleveland Guardians,1,3.1,3,1,1,3,3,1,5.2,70,46,24,7,15,3,7,50,-0.088,1.15,-0.11,2.35,-0.6,10,811
S.Schwellenbach,Atlanta Braves,Colorado Rockies,0,6.0,6,2,2,2,7,0,3.95,96,62,32,16,14,8,8,57,0.197,1.33,0.14,1.57,1.3,18,811
K.Freeland,Colorado Rockies,Atlanta Braves,1,3.2,4,3,3,1,1,2,5.75,65,40,32,1,7,4,9,41,-0.118,0.68,0.0,0.0,-1.0,11,811
K.Montero,Detroit Tigers,San Francisco Giants,0,5.0,5,4,4,4,2,0,5.76,85,56,33,6,17,7,10,39,-0.095,1.36,-0.0,0.06,-1.0,15,811
H.Birdsong,San Francisco Giants,Detroit Tigers,1,4.1,5,5,5,1,5,2,5.4,85,51,30,8,13,4,9,37,-0.267,0.79,-0.14,0.71,-2.3,13,811
C.Sanchez,Philadelphia Phillies,Arizona Diamondbacks,0,4.2,12,7,7,2,4,0,3.63,96,65,40,12,13,12,9,14,-0.348,1.07,-0.26,1.34,-2.9,14,811
M.Kelly,Arizona Diamondbacks,Philadelphia Phillies,1,5.0,3,2,2,2,2,0,2.43,85,52,29,3,20,10,6,53,0.036,0.8,0.03,1.21,0.5,15,811
B.Falter,Pittsburgh Pirates,Los Angeles Dodgers,0,4.0,7,4,4,3,2,0,4.07,93,60,45,4,11,5,11,31,-0.22,0.82,-0.03,0.21,-2.4,12,811
T.Glasnow,Los Angeles Dodgers,Pittsburgh Pirates,1,7.0,5,2,2,1,4,1,3.49,98,61,31,11,19,13,8,62,0.253,0.95,0.21,1.32,1.5,21,811
L.Severino,New York Mets,Seattle Mariners,0,5.0,6,4,4,2,8,2,4.17,92,55,25,15,15,5,7,45,-0.155,0.74,-0.1,0.8,-1.8,15,811
L.Castillo,Seattle Mariners,New York Mets,1,6.0,4,1,1,2,9,1,3.4,96,60,28,11,21,2,11,67,0.268,1.19,0.18,1.36,1.7,18,811
