Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
M.King,San Diego Padres,Philadelphia Phillies,0,4.2,6,1,1,3,6,0,3.49,100,59,32,12,15,5,9,51,0.08,1.11,0.04,0.88,1.1,14,618
A.Nola,Philadelphia Phillies,San Diego Padres,1,6.0,4,3,3,1,6,1,3.54,95,63,41,10,12,6,9,57,-0.125,1.0,-0.06,0.74,0.0,18,618
N.Lodolo,Cincinnati Reds,Pittsburgh Pirates,0,7.0,4,1,1,0,8,1,2.76,95,62,34,16,12,10,7,73,0.318,1.04,0.13,0.73,2.5,21,618
B.Falter,Pittsburgh Pirates,Cincinnati Reds,1,7.0,7,2,2,2,3,1,3.74,80,54,31,6,17,9,12,56,0.07,0.84,0.03,0.7,1.5,21,618
S.Cecconi,Arizona Diamondbacks,Washington Nationals,0,6.0,3,0,0,0,6,0,5.9,70,52,26,5,21,7,7,72,0.274,0.69,0.14,0.58,2.9,18,618
J.Irvin,Washington Nationals,Arizona Diamondbacks,1,5.0,8,4,4,4,2,1,3.24,97,59,38,5,16,11,5,33,-0.173,0.9,-0.08,0.73,-1.6,15,618
A.Suarez,Baltimore Orioles,New York Yankees,0,3.2,6,3,3,5,3,0,2.05,96,49,30,8,11,6,8,35,-0.176,1.04,-0.15,1.48,-1.8,11,618
N.Cortes,New York Yankees,Baltimore Orioles,1,6.0,5,0,0,0,6,0,3.36,105,64,43,8,13,10,7,68,0.276,0.92,0.22,1.25,2.9,18,618
T.Houck,Boston Red Sox,Toronto Blue Jays,0,5.2,6,3,2,2,5,0,2.14,103,71,46,9,16,11,8,50,-0.184,1.31,-0.08,1.02,-0.7,17,618
C.Bassitt,Toronto Blue Jays,Boston Red Sox,1,6.0,7,2,2,2,6,0,3.52,99,65,37,8,20,10,8,54,0.072,1.3,0.02,0.72,0.8,18,618
C.Mize,Detroit Tigers,Atlanta Braves,0,4.0,5,2,2,0,3,0,4.43,87,61,46,11,4,8,7,47,-0.046,0.86,-0.01,0.39,0.0,12,618
S.Schwellenbach,Atlanta Braves,Detroit Tigers,1,6.0,3,1,1,2,7,0,4.98,89,62,33,17,12,7,7,67,0.229,1.06,0.15,1.15,2.1,18,618
A.Civale,Tampa Bay Rays,Minnesota Twins,0,3.2,7,4,4,2,5,0,5.42,84,50,26,14,10,2,11,34,-0.285,1.25,-0.07,0.51,-2.4,11,618
P.Lopez,Minnesota Twins,Tampa Bay Rays,1,4.0,7,5,5,1,3,2,5.63,50,37,26,5,6,5,11,30,-0.39,0.72,-0.27,0.84,-3.1,12,618
L.Webb,San Francisco Giants,Chicago Cubs,0,7.0,6,2,2,1,5,1,2.99,101,66,42,7,17,14,8,61,0.187,1.08,0.1,0.94,1.6,21,618
J.Steele,Chicago Cubs,San Francisco Giants,1,6.2,4,2,2,2,8,0,3.16,96,62,33,13,16,5,11,64,0.146,1.17,0.06,0.73,1.3,20,618
L.Severino,New York Mets,Texas Rangers,0,6.1,8,6,6,1,1,2,3.52,92,65,49,5,11,9,17,33,-0.405,1.19,-0.15,0.72,-2.9,19,618
M.Lorenzen,Texas Rangers,New York Mets,1,6.0,4,3,3,1,3,2,3.0,82,52,33,4,15,9,10,54,-0.013,0.93,-0.0,0.38,-0.1,18,618
F.Valdez,Houston Astros,Chicago White Sox,0,6.0,2,2,2,5,5,0,3.91,93,49,25,8,16,9,5,60,0.025,1.1,0.01,0.46,0.9,18,618
J.Cannon,Chicago White Sox,Houston Astros,1,8.2,7,0,0,1,4,0,3.34,106,70,47,7,16,17,11,73,0.489,1.07,0.0,0.0,4.0,26,618
W.Buehler,Los Angeles Dodgers,Colorado Rockies,0,4.0,7,7,7,1,2,2,5.84,70,47,31,3,13,7,10,21,-0.372,0.51,-0.25,0.57,-4.8,12,618
A.Gomber,Colorado Rockies,Los Angeles Dodgers,1,6.2,5,4,4,2,3,2,4.36,92,56,35,8,13,9,12,49,0.071,0.47,0.0,0.01,-0.5,20,618
T.Myers,Milwaukee Brewers,Los Angeles Angels,0,6.1,4,0,0,2,6,0,3.26,90,56,33,10,13,10,6,69,0.228,0.69,0.16,0.81,3.0,19,618
G.Canning,Los Angeles Angels,Milwaukee Brewers,1,5.0,8,6,5,2,4,1,5.02,100,63,39,8,16,10,8,31,-0.256,0.74,-0.02,0.09,-3.5,15,618
A.Marsh,Kansas City Royals,Oakland Athletics,0,3.0,7,7,7,2,4,1,4.37,76,45,25,13,7,3,9,19,-0.469,1.04,-0.32,1.17,-5.7,9,618
H.Harris,Oakland Athletics,Kansas City Royals,1,5.0,4,3,1,2,3,1,2.37,100,62,36,2,24,6,11,52,-0.02,0.86,0.0,0.02,-0.8,15,618
