Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
S.Imanaga u1.5 BB,SBK5065,Chicago Cubs,S.Imanaga,Washington Nationals,0.0,0.8333333333333334,1,0.8,1,0.8,1,-245,1.5,2.112244897959184,0.6122448979591839
T.Houck o1.5 BB,PropBetGuy,Boston Red Sox,T.Houck,Detroit Tigers,0.0,0.5384615384615384,1,0.8,1,0.8,1,-123,1.23,2.23,1.0
