Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
A.Oller u2.5 Earned Runs,PlayerPropSavant,Miami Marlins,A.Oller,San Francisco Giants,0.0,0.5,0,0.5,0,0.5,0,117,1.0,2.17,1.17
