,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
12,K.Senga o5.5 Ks,PropBetGuy,-125,1.0,K.Senga,1.8,0.8,New York Mets,Pittsburgh Pirates,0.0
13,J.France o3.5 Ks,The_Oddsmaker,-128,1.0,J.France,1.78125,0.78125,Houston Astros,Cleveland Guardians,0.0
