,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
0,K.Bradish o6.5 strikeouts,Chris Landers,105,1.0,2.05,1.0499999999999998,K.Bradish,Baltimore Orioles,Tampa Bay Rays,1.0
1,M.Keller o5.5 Ks,GarageGuyChase,128,1.28,2.9184000000000005,1.6384000000000003,M.Keller,Pittsburgh Pirates,Washington Nationals,1.0
