Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,D.Fletcher o0.5 RBI,Thespinzone,375,0.15,0.7125,0.5625,D.Fletcher,Los Angeles Angels,Tampa Bay Rays,0.0,0.2727272727272727,0.0,0.6,1.0,0.3,0.0
4,R.Lewis o0.5 RBI,Thespinzone,195,0.25,0.7375,0.4875,R.Lewis,Minnesota Twins,Cincinnati Reds,0.0,0.492063492063492,0.0,0.8,1.0,0.5,0.0
5,R.Lewis o0.5 RBI,Bettingyoda,130,1.0,2.3,1.2999999999999998,R.Lewis,Minnesota Twins,Cincinnati Reds,0.0,0.492063492063492,0.0,0.8,1.0,0.5,0.0
6,S.Steer o0.5 RBI,Bettingyoda,170,1.0,2.7,1.7000000000000002,S.Steer,Cincinnati Reds,Minnesota Twins,1.0,0.3758389261744966,0.0,0.6,1.0,0.4,0.0
10,J.Soler o0.5 RBI,Thespinzone,143,0.15,0.3644999999999999,0.2144999999999999,J.Soler,Miami Marlins,New York Mets,1.0,,,,,,
11,R.Lewis o0.5 RBI,Thespinzone,195,0.25,0.7375,0.4875,R.Lewis,Minnesota Twins,Cincinnati Reds,0.0,,,,,,
13,R.Lewis o0.5 RBI,Bettingyoda,130,1.0,2.3,1.2999999999999998,R.Lewis,Minnesota Twins,Cincinnati Reds,0.0,,,,,,
15,A.Judge o0.5 RBI,Thespinzone,140,0.15,0.36,0.21,A.Judge,New York Yankees,Toronto Blue Jays,1.0,,,,,,
6,K.Gibson o5.5 Hits Allowed,PropBetGuy,-125,1.25,2.25,1.0,K.Gibson,Baltimore Orioles,Houston Astros,0.0,,,,,,
0,L.Castillo o7.5 ks,Chris Landers,-105,1.0,1.9523809523809523,0.9523809523809524,L.Castillo,Seattle Mariners,Oakland Athletics,0.0,,,,,,
7,C.Sanchez o3.5 Ks,JoeDellera,-110,0.6,1.1454545454545455,0.5454545454545455,C.Sanchez,Philadelphia Phillies,Atlanta Braves,0.0,,,,,,
8,C.Sanchez o3.5 Ks,GarageGuyChase,-110,1.5,2.863636363636364,1.3636363636363638,C.Sanchez,Philadelphia Phillies,Atlanta Braves,0.0,,,,,,
