,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,F.Peralta o5.5 Ks,SBK5065,-165,1.0,F.Peralta,1.606060606060606,0.606060606060606,Milwaukee Brewers,Minnesota Twins,0.0,0.7894736842105263,1,0.8,1,0.8,1
1,G.Kirby u5.5 strikeouts,Rotowire,100,0.75,G.Kirby,1.5,0.75,Seattle Mariners,Houston Astros,1.0,0.45,0,0.4,0,0.4,0
2,B.Singer u4.5 strikeouts,Rotowire Prizepicks,100,1.5,B.Singer,3.0,1.5,Kansas City Royals,Chicago White Sox,1.0,0.4736842105263157,0,0.6,1,0.6,1
