,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,N.Cortes u16.5 Outs,PropBetGuy,-114,1.14,N.Cortes,2.14,0.9999999999999998,New York Yankees,Boston Red Sox,0.0,0.5238095238095238,1,0.6,1,0.6,1
1,F.Peralta u18.5 Outs,SBK5065,-170,1.2,F.Peralta,1.9058823529411768,0.7058823529411766,Milwaukee Brewers,Miami Marlins,1.0,0.9,1,0.8,1,0.9,1
2,G.Kirby u18.5 outs,Rotowire Prizepicks,100,1.5,G.Kirby,3.0,1.5,Seattle Mariners,Chicago White Sox,0.0,0.7142857142857143,1,0.8,1,0.7,1
