,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
3,K.Montero o4.5 Hits Allowed,SBK5065,-118,0.59,K.Montero,1.09,0.4999999999999999,Detroit Tigers,Minnesota Twins,1.0,0.8,1,0.8,1,0.8,1
11,K.Freeland o5.5 Hits Allowed,charliedisturco,-120,1.2,K.Freeland,2.2,1.0000000000000002,Colorado Rockies,San Francisco Giants,0.0,0.7777777777777778,1,0.6,1,0.7777777777777778,1
