Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,C.Burnes u6.5 Ks,Thespinzone,100,0.1,0.2,0.1,C.Burnes,Milwaukee Brewers,Philadelphia Phillies,0.0,,,,,,
1,T.Walker o4.5 Ks,PropBetGuy,-119,1.0,1.8403361344537816,0.8403361344537816,T.Walker,Philadelphia Phillies,Milwaukee Brewers,1.0,,,,,,
2,A.Abbott o5.5 Ks,PropBetGuy,-118,1.0,1.847457627118644,0.847457627118644,A.Abbott,Cincinnati Reds,San Francisco Giants,1.0,,,,,,
3,G.Kirby u6.5 Ks,The_Oddsmaker,100,1.0,2.0,1.0,G.Kirby,Seattle Mariners,Minnesota Twins,1.0,,,,,,
0,Y.Diaz o0.5 Runs Scored,Thespinzone,-105,0.15,0.2928571428571428,0.1428571428571428,Y.Diaz,Tampa Bay Rays,Baltimore Orioles,1.0,,,,,,
1,C.Bellinger o0.5 Runs Scored,Thespinzone,145,0.1,0.245,0.145,C.Bellinger,Chicago Cubs,St. Louis Cardinals,1.0,,,,,,
2,E.Julien o0.5 Runs Scored,Thespinzone,125,0.15,0.3374999999999999,0.1874999999999999,E.Julien,Minnesota Twins,Seattle Mariners,0.0,,,,,,
0,N.Arenado o0.5 RBI,Thespinzone,165,0.1,0.265,0.165,N.Arenado,St. Louis Cardinals,Chicago Cubs,0.0,0.4285714285714285,0,0.8,1,0.7,1
1,N.Hoerner o0.5 RBI,Thespinzone,230,0.08,0.264,0.184,N.Hoerner,Chicago Cubs,St. Louis Cardinals,1.0,0.3563218390804598,0,0.8,1,0.6,1
2,K.Carpenter o0.5 RBI,Thespinzone,140,0.1,0.24,0.1399999999999999,K.Carpenter,Detroit Tigers,Kansas City Royals,0.0,0.3018867924528302,0,0.6,1,0.6,1
