Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
J.Junis u15.5 Outs,SBK5065,Cincinnati Reds,J.Junis,Atlanta Braves,1.0,1.0,1,1.0,1,1.0,1,-165,1.65,2.65,1.0
D.Cease u18.5 Outs,SBK5065,San Diego Padres,D.Cease,Houston Astros,1.0,0.7096774193548387,1,0.8,1,0.8,1,-165,1.5,2.409090909090909,0.9090909090909092
