,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
4,M.Gore u6.5 Ks,MrTuttle05,-115,1.15,M.Gore,2.1499999999999995,0.9999999999999996,Washington Nationals,San Francisco Giants,1.0,0.5909090909090909,1,1.0,1,0.6,1
8,K.Montero u5.5 Ks,kylemurray03,-150,1.5,K.Montero,2.5,1.0,Detroit Tigers,Seattle Mariners,0.0,1.0,1,1.0,1,1.0,1
10,J.Springs u4.5 Ks,kylemurray03,-145,1.45,J.Springs,2.45,1.0000000000000002,Tampa Bay Rays,St Louis Cardinals,0.0,1.0,1,1.0,1,1.0,1
16,H.Birdsong o4.5 strikeouts,Rotowire,100,0.75,H.Birdsong,1.5,0.75,San Francisco Giants,Washington Nationals,0.0,0.8333333333333334,1,0.8,1,0.8333333333333334,1
17,K.Montero u5.5 strikeouts,Rotowire,100,0.75,K.Montero,1.5,0.75,Detroit Tigers,Seattle Mariners,0.0,1.0,1,1.0,1,1.0,1
18,S.Gray u7.5 strikeouts,Rotowire,100,0.75,S.Gray,1.5,0.75,St Louis Cardinals,Tampa Bay Rays,1.0,0.55,1,0.6,1,0.6,1
21,M.Gore u6.5 strikeouts,Rotowire Prizepicks,100,1.5,M.Gore,3.0,1.5,Washington Nationals,San Francisco Giants,1.0,0.5909090909090909,1,1.0,1,0.6,1
22,L.Castillo u6.5 strikeouts,Rotowire Prizepicks,100,1.5,L.Castillo,3.0,1.5,Seattle Mariners,Detroit Tigers,1.0,0.6363636363636364,1,0.8,1,0.8,1
4,B.Elder o4.5 Ks,kylemurray03,-120,1.2,B.Elder,2.2,1.0000000000000002,Atlanta Braves,Milwaukee Brewers,1.0,0.3333333333333333,0,0.4,0,0.3333333333333333,0
5,L.Castillo o6.5 Ks,kylemurray03,100,1.0,L.Castillo,2.0,1.0,Seattle Mariners,Detroit Tigers,1.0,0.3636363636363636,0,0.2,0,0.2,0
8,S.Imanaga o5.5 Ks,PropBetGuy,152,1.0,S.Imanaga,2.52,1.52,Chicago Cubs,Minnesota Twins,1.0,0.65,1,0.8,1,0.7,1
13,B.Lively o4.5 strikeouts,Rotowire Prizepicks,100,1.5,B.Lively,3.0,1.5,Cleveland Guardians,Arizona Diamondbacks,1.0,0.5789473684210527,1,0.4,0,0.4,0
