Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
C.Bassitt o1.5 Earned Runs,SBK5065,-169,1.0,C.Bassitt,1.5917159763313609,0.5917159763313609,Toronto Blue Jays,Los Angeles Angels,1.0,0.72,1,1.0,1,0.9,1
K.Montero u2.5 Earned Runs,PlayerPropSavant,-125,1.0,K.Montero,1.8,0.8,Detroit Tigers,Chicago White Sox,0.0,0.4,0.0,0.4,0.0,0.4,0.0
