,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
0,M.Keller o5.5 Hits Allowed,Colby Conway,-110,1.0,1.9090909090909092,0.9090909090909092,M.Keller,Pittsburgh Pirates,Minnesota Twins,0.0
