,Unnamed: 0,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
3,3,A.Riley o1.5 Total Bases,NicholaskMartin,115,0.5,1.075,Atlanta Braves,A.Riley,Boston Red Sox,1.0,0.575,N,0.25,0,0.6,1,0.3,0
4,4,A.Riley o0.5 RBI,NicholaskMartin,150,0.5,1.25,Atlanta Braves,A.Riley,Boston Red Sox,1.0,0.75,N,0.3888888888888889,0,0.0,0,0.2,0
5,5,A.Riley o0.5 HR,charliedisturco,400,0.1,0.5,Atlanta Braves,A.Riley,Boston Red Sox,1.0,0.4,N,0.0833333333333333,0,0.0,0,0.1,0
6,6,A.Riley o1.5 Total Bases,charliedisturco,110,0.5,1.05,Atlanta Braves,A.Riley,Boston Red Sox,1.0,0.55,N,0.25,0,0.6,1,0.3,0
7,7,N.Pivetta u4.5 Ks,OverUnder985,125,1.25,2.8125,Boston Red Sox,N.Pivetta,Atlanta Braves,0.0,1.5625,Y,0.2857142857142857,0,0.4,0,0.2857142857142857,0
8,8,S.Ohtani o7.5 Ks,PropBetGuy,-118,1.18,2.18,Los Angeles Angels,S.Ohtani,Houston Astros,1.0,1.0000000000000002,N,0.625,1,0.6,1,0.625,1
9,9,S.Ohtani u7.5 Ks,AnthonyDabbundo,-110,1.0,1.9090909090909087,Los Angeles Angels,S.Ohtani,Houston Astros,1.0,0.9090909090909088,Y,0.375,0,0.4,0,0.375,0
10,10,C.Walker o0.5 RBI,Thespinzone,135,0.09,0.2115,Arizona Diamondbacks,C.Walker,Miami Marlins,1.0,0.1215,N,0.5294117647058824,1,0.4,0,0.6,1
11,11,C.Taylor o0.5 HR,Thespinzone,500,0.08,0.48,Los Angeles Dodgers,C.Taylor,Milwaukee Brewers,0.0,0.3999999999999999,N,0.2068965517241379,0,0.2,0,0.1,0
12,12,M.Betts o0.5 HR,charliedisturco,400,0.4,2.0,Los Angeles Dodgers,M.Betts,Milwaukee Brewers,0.0,1.6,Y,0.1714285714285714,0,0.2,0,0.2,0
13,13,M.Betts o1.5 Total Bases,charliedisturco,100,0.5,1.0,Los Angeles Dodgers,M.Betts,Milwaukee Brewers,0.0,0.5,Y,0.4571428571428571,0,0.6,1,0.6,1
14,14,G.Kirby u6.5 Ks,PropBetGuy,-136,1.36,2.3600000000000003,Seattle Mariners,G.Kirby,Texas Rangers,1.0,1.0000000000000002,N,0.7142857142857143,1,0.6,1,0.7142857142857143,1
15,15,M.Garcia o0.5 RBI,Thespinzone,220,0.08,0.256,Kansas City Royals,M.Garcia,Chicago White Sox,1.0,0.176,N,0.625,1,0.6,1,0.625,1
16,16,S.Bieber u6.5 strikeouts,Benjamin Zweiman,-105,1.0,1.9523809523809523,Cleveland Guardians,S.Bieber,Detroit Tigers,1.0,0.9523809523809524,N,0.75,1,0.8,1,0.75,1
17,17,J.Bleday o0.5 total bases,Benjamin Zweiman,105,1.0,2.05,Oakland Athletics,J.Bleday,New York Yankees,0.0,1.0499999999999998,Y,0.8571428571428571,1,1.0,1,0.8571428571428571,1
18,18,S.Ohtani o7.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Los Angeles Angels,S.Ohtani,Houston Astros,1.0,0.9090909090909088,N,0.625,1,0.6,1,0.625,1
0,0,D.Swanson o0.5 Runs Scored,Thespinzone,130,0.1,0.2299999999999999,Chicago Cubs,D.Swanson,Miami Marlins,0.0,0.1299999999999999,N,0.4583333333333333,0,0.2,0,0.3,0
1,1,A.Manoah u5.5 Ks,jimsannes,-115,1.0,1.869565217391304,Toronto Blue Jays,A.Manoah,Seattle Mariners,1.0,0.869565217391304,N,0.8333333333333334,1,0.8,1,0.8333333333333334,1
2,2,M.Semien o0.5 Runs Scored,Thespinzone,100,0.11,0.22,Texas Rangers,M.Semien,New York Yankees,1.0,0.11,N,0.6153846153846154,1,0.6,1,0.7,1
3,3,M.Kepler o0.5 Runs Scored,Thespinzone,-105,0.1,0.1952380952380952,Minnesota Twins,M.Kepler,Kansas City Royals,1.0,0.0952380952380952,Y,0.375,0,0.4,0,0.5,0
4,4,J.Polanco o0.5 RBI,Thespinzone,170,0.14,0.378,Minnesota Twins,J.Polanco,Kansas City Royals,1.0,0.238,Y,0.5714285714285714,1,0.8,1,0.5714285714285714,1
5,5,J.Gallo o0.5 RBI,Thespinzone,180,0.08,0.2239999999999999,Minnesota Twins,J.Gallo,Kansas City Royals,1.0,0.1439999999999999,N,0.3529411764705882,0,0.4,0,0.4,0
6,6,J.Gallo o0.5 HR,Thespinzone,300,0.08,0.32,Minnesota Twins,J.Gallo,Kansas City Royals,1.0,0.24,N,0.2941176470588235,0,0.4,0,0.4,0
7,7,T.Anderson u5.5 Ks,jimsannes,-154,1.0,1.6493506493506491,Los Angeles Angels,T.Anderson,Milwaukee Brewers,0.0,0.6493506493506491,N,0.8,1,0.8,1,0.8,1
8,8,H.Ramos o0.5 Runs Scored,Thespinzone,155,0.12,0.306,Cincinnati Reds,H.Ramos,Oakland Athletics,0.0,0.186,Y,0.75,1,0.75,1,0.75,1
9,9,H.Ramos o0.5 RBI,Thespinzone,190,0.08,0.2319999999999999,Cincinnati Reds,H.Ramos,Oakland Athletics,0.0,0.1519999999999999,N,0.75,1,0.75,1,0.75,1
10,10,D.May u5.5 Ks,jimsannes,-144,0.69,1.1691666666666665,Los Angeles Dodgers,D.May,St. Louis Cardinals,1.0,0.4791666666666665,Y,0.8333333333333334,1,0.8,1,0.8333333333333334,1
11,11,D.May u5.5 Ks,PropBetGuy,-120,1.0,1.8333333333333333,Los Angeles Dodgers,D.May,St. Louis Cardinals,1.0,0.8333333333333333,Y,0.8333333333333334,1,0.8,1,0.8333333333333334,1
12,12,O.Albies o0.5 RBI,Thespinzone,155,0.08,0.204,Atlanta Braves,O.Albies,New York Mets,0.0,0.1239999999999999,N,0.4074074074074074,0,0.4,0,0.5,0
13,13,A.Rendon o1.5 total bases,Chris Landers,130,1.0,2.3,Los Angeles Angels,A.Rendon,Milwaukee Brewers,0.0,1.2999999999999998,N,0.3157894736842105,0,0.6,1,0.3,0
14,14,D.May u5.0 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Los Angeles Dodgers,D.May,St. Louis Cardinals,1.0,0.9090909090909088,Y,0.6666666666666666,1,0.6,1,0.6666666666666666,1
0,0,G.Williams u4.5 strikeouts,Chris Landers,-105,1.0,1.9523809523809523,Cleveland Guardians,G.Williams,Atlanta Braves,1.0,0.9523809523809524,Y,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
1,1,B.Woo o5.5 strikeouts,Chris Landers,-125,1.0,1.8,Seattle Mariners,B.Woo,San Francisco Giants,0.0,0.8,Y,0.6666666666666666,1,0.8,1,0.6666666666666666,1
2,2,D.German u5.0 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,New York Yankees,D.German,Baltimore Orioles,1.0,0.9090909090909092,N,0.375,0,0.4,0,0.5,0
3,3,L.Webb o6.0 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,San Francisco Giants,L.Webb,Seattle Mariners,1.0,0.9090909090909092,Y,0.3888888888888889,0,0.2,0,0.3,0
4,4,M.Perez o3.5 Ks,Thespinzone,110,0.08,0.168,Texas Rangers,M.Perez,Houston Astros,1.0,0.088,N,0.4117647058823529,0,0.2,0,0.3,0
5,5,C.Seager o0.5 RBI,Thespinzone,138,0.1,0.238,Texas Rangers,C.Seager,Houston Astros,1.0,0.1379999999999999,Y,0.5094339622641509,1,0.6,1,0.5,0
6,6,M.Dubon o0.5 Runs Scored,Thespinzone,108,0.15,0.312,Houston Astros,M.Dubon,Texas Rangers,0.0,0.162,Y,0.5606060606060606,1,0.8,1,0.8,1
7,7,K.Tucker o0.5 RBI,Thespinzone,150,0.1,0.25,Houston Astros,K.Tucker,Texas Rangers,0.0,0.15,Y,0.4096385542168674,0,0.6,1,0.6,1
8,8,W.Contreras o0.5 RBI,Thespinzone,160,0.1,0.26,Milwaukee Brewers,W.Contreras,Chicago Cubs,1.0,0.16,Y,0.303030303030303,0,0.6,1,0.4,0
9,9,J.Young o0.5 Runs Scored,Thespinzone,110,0.08,0.168,Chicago Cubs,J.Young,Milwaukee Brewers,0.0,0.088,N,0.5,0,0.4,0,0.5,0
10,10,J.Young o0.5 RBI,Thespinzone,143,0.08,0.1944,Chicago Cubs,J.Young,Milwaukee Brewers,0.0,0.1143999999999999,N,0.5,0,0.4,0,0.5,0
11,11,J.Wiemer o0.5 HR,cowhitchurch,500,0.1,0.6000000000000001,Milwaukee Brewers,J.Wiemer,Chicago Cubs,1.0,0.5000000000000001,N,0.108433734939759,0,0.0,0,0.0,0
12,12,J.Wiemer o1.5 Total Bases,cowhitchurch,160,0.5,1.3,Milwaukee Brewers,J.Wiemer,Chicago Cubs,1.0,0.8,N,0.253012048192771,0,0.0,0,0.2,0
13,13,C.Morel o0.5 HR,Thespinzone,500,0.04,0.24,Chicago Cubs,C.Morel,Milwaukee Brewers,0.0,0.1999999999999999,N,0.2790697674418604,0,0.4,0,0.2,0
14,14,J.Fraley o1.5 Total Bases,charliedisturco,135,0.5,1.175,Cincinnati Reds,J.Fraley,Washington Nationals,0.0,0.675,N,0.3676470588235294,0,0.2,0,0.3,0
15,15,J.Fraley o0.5 HR,charliedisturco,600,0.1,0.7000000000000001,Cincinnati Reds,J.Fraley,Washington Nationals,0.0,0.6000000000000001,N,0.1470588235294117,0,0.0,0,0.3,0
16,16,N.Arenado o0.5 HR,cowhitchurch,440,0.1,0.54,St. Louis Cardinals,N.Arenado,Miami Marlins,0.0,0.44,N,0.15,0,0.2,0,0.1,0
17,17,N.Arenado o1.5 Total Bases,cowhitchurch,110,0.5,1.05,St. Louis Cardinals,N.Arenado,Miami Marlins,0.0,0.55,Y,0.4625,0,0.8,1,0.5,0
18,18,G.Williams o4.5 Ks,AnthonyDabbundo,-122,1.22,2.22,Cleveland Guardians,G.Williams,Atlanta Braves,1.0,1.0000000000000002,N,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
19,19,J.Soto o0.5 HR,cowhitchurch,390,0.1,0.49,San Diego Padres,J.Soto,Los Angeles Angels,1.0,0.39,N,0.1411764705882353,0,0.2,0,0.2,0
20,20,J.Soto o1.5 Total Bases,cowhitchurch,120,0.5,1.1,San Diego Padres,J.Soto,Los Angeles Angels,1.0,0.6000000000000001,N,0.2235294117647059,0,0.4,0,0.3,0
21,21,J.Soto o0.5 HR,charliedisturco,360,0.1,0.4599999999999999,San Diego Padres,J.Soto,Los Angeles Angels,1.0,0.36,N,0.1411764705882353,0,0.2,0,0.2,0
22,22,J.Soto o1.5 Total Bases,charliedisturco,120,0.5,1.1,San Diego Padres,J.Soto,Los Angeles Angels,1.0,0.6000000000000001,N,0.2235294117647059,0,0.4,0,0.3,0
23,23,L.Webb o5.5 Ks,cowhitchurch,-128,0.62,1.104375,San Francisco Giants,L.Webb,Seattle Mariners,1.0,0.4843749999999999,Y,0.6111111111111112,1,0.4,0,0.5,0
24,24,A.Rizzo o1.5 Total Bases,charliedisturco,155,0.5,1.275,New York Yankees,A.Rizzo,Baltimore Orioles,1.0,0.7749999999999999,N,0.3461538461538461,0,0.0,0,0.1,0
25,25,A.Rizzo o0.5 HR,charliedisturco,450,0.1,0.55,New York Yankees,A.Rizzo,Baltimore Orioles,1.0,0.45,N,0.1025641025641025,0,0.0,0,0.0,0
0,0,B.Reynolds o0.5 hits,Teddy Ricketson,-205,1.0,1.4878048780487805,Pittsburgh Pirates,B.Reynolds,Los Angeles Dodgers,0.0,0.4878048780487805,Y,0.7323943661971831,1,0.6,1,0.6,1
1,1,S.Ohtani o7.5 strikeouts,Teddy Ricketson,-110,1.0,1.9090909090909087,Los Angeles Angels,S.Ohtani,San Diego Padres,0.0,0.9090909090909092,N,0.5294117647058824,1,0.4,0,0.4,0
2,2,J.Winker o0.5 hits,Teddy Ricketson,-165,1.0,1.606060606060606,Milwaukee Brewers,J.Winker,Chicago Cubs,1.0,0.606060606060606,N,0.4509803921568627,0,0.6,1,0.5,0
3,4,L.Giolito o5.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Chicago White Sox,L.Giolito,Toronto Blue Jays,1.0,0.9090909090909092,N,0.6111111111111112,1,0.6,1,0.5,0
4,5,L.Arraez o0.5 Runs Scored,Thespinzone,-105,0.1,0.1952380952380952,Miami Marlins,L.Arraez,St. Louis Cardinals,1.0,0.0952380952380952,Y,0.3950617283950617,0,0.4,0,0.4,0
5,6,N.Arenado o0.5 RBI,Thespinzone,143,0.1,0.243,St. Louis Cardinals,N.Arenado,Miami Marlins,0.0,0.143,N,0.3950617283950617,0,0.2,0,0.3,0
6,7,T.Edman o0.5 Runs Scored,Thespinzone,128,0.1,0.228,St. Louis Cardinals,T.Edman,Miami Marlins,0.0,0.128,N,0.3658536585365853,0,0.4,0,0.4,0
7,8,L.Arraez o1.5 Total Bases,Zerillo,-110,0.11,0.21,Miami Marlins,L.Arraez,St. Louis Cardinals,1.0,0.1,N,0.2592592592592592,0,0.2,0,0.2,0
8,9,G.Cooper o0.5 HR,Zerillo,700,0.05,0.4,Miami Marlins,G.Cooper,St. Louis Cardinals,1.0,0.35,Y,0.1384615384615384,0,0.2,0,0.2,0
9,10,A.Wainwright o6.5 Hits Allowed,JoeDellera,-125,0.5,0.9,St. Louis Cardinals,A.Wainwright,Miami Marlins,0.0,0.4,Y,0.8181818181818182,1,0.8,1,0.8,1
10,11,A.Wainwright o2.5 Earned Runs,cowhitchurch,-149,1.49,2.49,St. Louis Cardinals,A.Wainwright,Miami Marlins,0.0,0.9999999999999998,Y,0.9090909090909092,1,1.0,1,0.9,1
11,12,A.Verdugo o0.5 Runs Scored,Thespinzone,-107,0.11,0.212803738317757,Boston Red Sox,A.Verdugo,Texas Rangers,1.0,0.102803738317757,N,0.5384615384615384,1,0.4,0,0.4,0
12,13,J.Jung o0.5 Runs Scored,Thespinzone,-112,0.15,0.2839285714285714,Texas Rangers,J.Jung,Boston Red Sox,0.0,0.1339285714285714,N,0.4698795180722891,0,0.4,0,0.4,0
13,14,M.Yoshida o0.5 HR,Zerillo,750,0.05,0.425,Boston Red Sox,M.Yoshida,Texas Rangers,1.0,0.375,N,0.081081081081081,0,0.0,0,0.0,0
14,15,B.Nimmo o1.5 Total Bases,charliedisturco,105,0.5,1.025,New York Mets,B.Nimmo,Arizona Diamondbacks,0.0,0.5249999999999999,Y,0.4578313253012048,0,0.6,1,0.7,1
15,16,B.Nimmo o0.5 HR,charliedisturco,680,0.1,0.78,New York Mets,B.Nimmo,Arizona Diamondbacks,0.0,0.68,Y,0.1325301204819277,0,0.6,1,0.4,0
16,18,K.Winn o3.5 Ks,SBK5065,114,0.5,1.0699999999999998,San Francisco Giants,K.Winn,Seattle Mariners,1.0,0.5699999999999998,N,0.2,0,0.2,0,0.2,0
17,19,K.Winn o3.5 Ks,AnthonyDabbundo,116,1.0,2.16,San Francisco Giants,K.Winn,Seattle Mariners,1.0,1.16,N,0.2,0,0.2,0,0.2,0
18,20,K.Winn o4.5 Ks,AnthonyDabbundo,285,0.5,1.925,San Francisco Giants,K.Winn,Seattle Mariners,1.0,1.425,N,0.0,0,0.0,0,0.0,0
19,21,S.Perez o0.5 RBI,Thespinzone,135,0.1,0.235,Kansas City Royals,S.Perez,Minnesota Twins,0.0,0.135,N,0.3506493506493506,0,0.2,0,0.2,0
20,22,G.Torres o0.5 Runs Scored,Thespinzone,-104,0.1,0.1961538461538461,New York Yankees,G.Torres,Baltimore Orioles,1.0,0.0961538461538461,Y,0.4470588235294118,0,0.2,0,0.3,0
21,23,A.Santander o0.5 RBI,Thespinzone,130,0.1,0.2299999999999999,Baltimore Orioles,A.Santander,New York Yankees,0.0,0.1299999999999999,N,0.375,0,0.0,0,0.2,0
22,24,J.Bauers o0.5 HR,Zerillo,540,0.05,0.32,New York Yankees,J.Bauers,Baltimore Orioles,1.0,0.2700000000000001,N,0.1041666666666666,0,0.2,0,0.2,0
23,25,A.Volpe o1.5 Total Bases,Zerillo,160,0.1,0.26,New York Yankees,A.Volpe,Baltimore Orioles,1.0,0.16,N,0.3023255813953488,0,0.6,1,0.5,0
24,26,C.Schmidt u4.5 Ks,AnthonyDabbundo,120,1.0,2.2,New York Yankees,C.Schmidt,Baltimore Orioles,1.0,1.2000000000000002,N,0.5,0,0.8,1,0.6,1
25,27,J.Meneses o0.5 RBI,Thespinzone,155,0.08,0.204,Washington Nationals,J.Meneses,Cincinnati Reds,1.0,0.1239999999999999,Y,0.3461538461538461,0,0.2,0,0.3,0
26,28,S.Steer o0.5 RBI,Thespinzone,125,0.1,0.225,Cincinnati Reds,S.Steer,Washington Nationals,0.0,0.125,Y,0.4216867469879518,0,0.6,1,0.6,1
27,29,M.McLain o0.5 RBI,Thespinzone,185,0.1,0.285,Cincinnati Reds,M.McLain,Washington Nationals,0.0,0.185,N,0.3555555555555555,0,0.4,0,0.6,1
28,30,M.McLain o0.5 HR,Thespinzone,525,0.08,0.5,Cincinnati Reds,M.McLain,Washington Nationals,0.0,0.42,N,0.1111111111111111,0,0.2,0,0.3,0
29,31,S.Steer o1.5 Total Bases,charliedisturco,105,0.5,1.025,Cincinnati Reds,S.Steer,Washington Nationals,0.0,0.5249999999999999,Y,0.4457831325301205,0,0.6,1,0.6,1
30,32,S.Steer o0.5 HR,charliedisturco,475,0.1,0.5750000000000001,Cincinnati Reds,S.Steer,Washington Nationals,0.0,0.4750000000000001,N,0.1325301204819277,0,0.4,0,0.3,0
0,0,J.Outman o0.5 RBI,Thespinzone,160,0.08,0.208,Los Angeles Dodgers,J.Outman,St. Louis Cardinals,0.0,0.128,N,0.2666666666666666,0,0.2,0,0.1,0
1,1,M.Muncy o0.5 RBI,Thespinzone,125,0.09,0.2024999999999999,Los Angeles Dodgers,M.Muncy,St. Louis Cardinals,0.0,0.1124999999999999,Y,0.4,0,0.4,0,0.3,0
2,2,M.Chapman o0.5 RBI,Thespinzone,128,0.08,0.1824,Toronto Blue Jays,M.Chapman,New York Yankees,1.0,0.1024,N,0.3255813953488372,0,0.0,0,0.1,0
3,3,A.Rizzo o0.5 HR,charliedisturco,575,0.15,1.0125,New York Yankees,A.Rizzo,Toronto Blue Jays,0.0,0.8624999999999999,N,0.1590909090909091,0,0.2,0,0.2,0
4,4,A.Rizzo o1.5 Total Bases,charliedisturco,140,0.5,1.2,New York Yankees,A.Rizzo,Toronto Blue Jays,0.0,0.7,N,0.4545454545454545,0,0.6,1,0.6,1
5,5,B.Bichette o1.5 Total Bases,NicholaskMartin,-115,0.87,1.6265217391304347,Toronto Blue Jays,B.Bichette,New York Yankees,1.0,0.7565217391304347,Y,0.3863636363636363,0,0.4,0,0.4,0
6,6,B.Bichette o1.5 Total Bases,GreenDotDaily,-120,0.83,1.5216666666666667,Toronto Blue Jays,B.Bichette,New York Yankees,1.0,0.6916666666666668,Y,0.3863636363636363,0,0.4,0,0.4,0
7,7,M.Moniak o0.5 Runs Scored,Thespinzone,150,0.08,0.2,Los Angeles Angels,M.Moniak,Baltimore Orioles,0.0,0.12,N,0.6,1,0.6,1,0.6,1
8,8,J.Mateo o0.5 Runs Scored,Thespinzone,145,0.08,0.196,Baltimore Orioles,J.Mateo,Los Angeles Angels,1.0,0.116,N,0.5135135135135135,1,0.2,0,0.1,0
9,9,R.Mountcastle o0.5 RBI,Thespinzone,150,0.11,0.275,Baltimore Orioles,R.Mountcastle,Los Angeles Angels,1.0,0.165,Y,0.3181818181818182,0,0.6,1,0.4,0
10,10,T.Anderson u4.5 Ks,jimsannes,-118,0.85,1.5703389830508474,Los Angeles Angels,T.Anderson,Baltimore Orioles,0.0,0.7203389830508474,Y,0.75,1,0.6,1,0.75,1
11,11,T.Megill u4.5 Ks,jimsannes,124,1.24,2.7776,New York Mets,T.Megill,Tampa Bay Rays,1.0,1.5376,Y,0.8888888888888888,1,1.0,1,0.8888888888888888,1
12,12,H.Alberto o0.5 Runs Scored,Thespinzone,195,0.15,0.4425,Chicago White Sox,H.Alberto,Cleveland Guardians,1.0,0.2925,N,0.391304347826087,0,0.2,0,0.2,0
13,13,T.Williams u4.5 Ks,jimsannes,-146,1.2,2.021917808219178,Washington Nationals,T.Williams,Miami Marlins,0.0,0.821917808219178,N,0.7777777777777778,1,0.6,1,0.7777777777777778,1
14,14,R.Arozarena o0.5 rbi,Chris Landers,180,1.0,2.8,Tampa Bay Rays,R.Arozarena,New York Mets,0.0,1.7999999999999998,N,0.4651162790697674,0,0.6,1,0.4,0
15,15,N.Arenado o1.5 hits+runs+rbi,Dan Servodidio,-110,1.0,1.9090909090909087,St. Louis Cardinals,N.Arenado,Los Angeles Dodgers,1.0,0.9090909090909088,Y,0.627906976744186,1,1.0,1,1.0,1
16,16,N.Cortes u4.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,New York Yankees,N.Cortes,Toronto Blue Jays,0.0,0.9090909090909088,N,0.3333333333333333,0,0.4,0,0.3333333333333333,0
0,0,B.Belt u0.5 Hits,PropBetGuy,-105,1.0,1.9523809523809523,Toronto Blue Jays,B.Belt,Los Angeles Angels,0.0,0.9523809523809524,Y,0.8333333333333334,1,1.0,1,0.8333333333333334,1
1,1,G.Springer o1.5 Total Bases,charliedisturco,120,0.6,1.32,Toronto Blue Jays,G.Springer,Los Angeles Angels,0.0,0.7200000000000001,Y,0.2222222222222222,0,0.2,0,0.2222222222222222,0
2,2,S.Ohtani o0.5 HR,JoeDellera,360,0.1,0.4599999999999999,Los Angeles Angels,S.Ohtani,Toronto Blue Jays,1.0,0.3599999999999999,N,0.0,0,0.0,0,0.0,0
3,3,S.Ohtani o0.5 HR,GDAWG5000,360,0.3,1.38,Los Angeles Angels,S.Ohtani,Toronto Blue Jays,1.0,1.0799999999999998,N,0.0,0,0.0,0,0.0,0
4,4,S.Ohtani o1.5 Total Bases,JoeDellera,-125,0.2,0.36,Los Angeles Angels,S.Ohtani,Toronto Blue Jays,1.0,0.1599999999999999,Y,0.625,1,0.6,1,0.625,1
5,6,G.Springer o0.5 HR,NicholaskMartin,450,1.13,6.215,Toronto Blue Jays,G.Springer,Los Angeles Angels,0.0,5.085,Y,0.1111111111111111,0,0.2,0,0.1111111111111111,0
6,8,M.Trout o1.5 Total Bases,NicholaskMartin,125,0.94,2.115,Los Angeles Angels,M.Trout,Toronto Blue Jays,1.0,1.1750000000000005,Y,0.5,0,0.4,0,0.5,0
7,9,A.Judge o1.5 Total Bases,charliedisturco,-105,0.5,0.9761904761904762,New York Yankees,A.Judge,Baltimore Orioles,0.0,0.4761904761904761,Y,0.5,0,0.2,0,0.5,0
8,10,G.Torres o0.5 HR,GDAWG5000,600,0.1,0.7000000000000001,New York Yankees,G.Torres,Baltimore Orioles,0.0,0.6000000000000001,N,0.25,0,0.2,0,0.25,0
9,13,Y.Moncada o0.5 HR,GDAWG5000,750,0.1,0.8500000000000001,Chicago White Sox,Y.Moncada,Pittsburgh Pirates,0.0,0.7500000000000001,N,0.0,0,0.0,0,0.0,0
10,14,S.Fujinami o3.5 Ks,The_Oddsmaker,-135,1.35,2.35,Oakland Athletics,S.Fujinami,Tampa Bay Rays,0.0,1.0,N,0.5,0,0.5,0,0.5,0
11,15,C.Morton u6.5 Ks,PropBetGuy,-144,1.0,1.6944444444444444,Atlanta Braves,C.Morton,San Diego Padres,1.0,0.6944444444444444,Y,1.0,1,1.0,1,1.0,1
12,16,O.Albies o0.5 HR,GDAWG5000,750,0.1,0.8500000000000001,Atlanta Braves,O.Albies,San Diego Padres,1.0,0.7500000000000001,N,0.1111111111111111,0,0.0,0,0.1111111111111111,0
13,18,F.Freeman o1.5 Total Bases,_Collin1,-120,0.5,0.9166666666666669,Los Angeles Dodgers,F.Freeman,Arizona Diamondbacks,0.0,0.4166666666666668,Y,0.5555555555555556,1,0.6,1,0.5555555555555556,1
14,19,A.Gomber o3.5 Ks,_Collin1,-125,0.5,0.9,Colorado Rockies,A.Gomber,Washington Nationals,1.0,0.4,Y,1.0,1,1.0,1,1.0,1
15,20,D.Swanson o0.5 Runs Scored,Thespinzone,135,0.14,0.329,Chicago Cubs,D.Swanson,Texas Rangers,1.0,0.189,Y,0.8571428571428571,1,1.0,1,0.8571428571428571,1
0,0,A.Rizzo o1.5 Total Bases,NicholaskMartin,150,0.5,1.25,New York Yankees,A.Rizzo,Tampa Bay Rays,1.0,0.75,N,0.4210526315789473,0,0.6,1,0.5,0
1,1,W.Franco o1.5 Total Bases,NicholaskMartin,115,0.58,1.247,Tampa Bay Rays,W.Franco,New York Yankees,0.0,0.6670000000000001,Y,0.4324324324324324,0,0.6,1,0.5,0
2,2,J.Bauers u0.5 Hits,PropBetGuy,115,1.0,2.15,New York Yankees,J.Bauers,Tampa Bay Rays,1.0,1.15,N,0.625,1,0.6,1,0.625,1
3,3,W.Franco o0.5 Runs Scored,Thespinzone,120,0.08,0.176,Tampa Bay Rays,W.Franco,New York Yankees,0.0,0.0959999999999999,N,0.4594594594594595,0,0.2,0,0.4,0
4,4,H.Bader o0.5 RBI,Thespinzone,210,0.05,0.155,New York Yankees,H.Bader,Tampa Bay Rays,1.0,0.105,N,0.5555555555555556,1,0.6,1,0.5555555555555556,1
5,5,J.Lowe o0.5 RBI,Thespinzone,240,0.12,0.408,Tampa Bay Rays,J.Lowe,New York Yankees,0.0,0.288,Y,0.5,0,0.4,0,0.3,0
6,6,W.Franco o1.5 Total Bases,GreenDotDaily,120,1.2,2.64,Tampa Bay Rays,W.Franco,New York Yankees,0.0,1.4400000000000002,Y,0.4324324324324324,0,0.6,1,0.5,0
7,7,A.Rizzo o0.5 HR,charliedisturco,550,0.1,0.65,New York Yankees,A.Rizzo,Tampa Bay Rays,1.0,0.55,N,0.131578947368421,0,0.2,0,0.1,0
8,8,A.Rizzo o1.5 Total Bases,charliedisturco,155,0.5,1.275,New York Yankees,A.Rizzo,Tampa Bay Rays,1.0,0.7749999999999999,N,0.4210526315789473,0,0.6,1,0.5,0
9,9,W.Franco o0.5 HR,charliedisturco,560,0.1,0.66,Tampa Bay Rays,W.Franco,New York Yankees,0.0,0.56,N,0.1351351351351351,0,0.2,0,0.2,0
10,10,W.Franco o1.5 Total Bases,charliedisturco,120,0.6,1.32,Tampa Bay Rays,W.Franco,New York Yankees,0.0,0.7200000000000001,Y,0.4324324324324324,0,0.6,1,0.5,0
11,11,R.Jeffers o0.5 Runs Scored,Thespinzone,200,0.15,0.4499999999999999,Minnesota Twins,R.Jeffers,San Diego Padres,1.0,0.2999999999999999,Y,0.3888888888888889,0,0.4,0,0.3,0
12,12,J.India o0.5 Runs Scored,Thespinzone,105,0.11,0.2254999999999999,Cincinnati Reds,J.India,New York Mets,1.0,0.1154999999999999,Y,0.5945945945945946,1,0.8,1,0.5,0
13,13,T.Friedl o0.5 RBI,Thespinzone,220,0.06,0.192,Cincinnati Reds,T.Friedl,New York Mets,1.0,0.132,N,0.2702702702702703,0,0.4,0,0.3,0
14,14,B.Nimmo o1.5 Total Bases,charliedisturco,110,0.5,1.05,New York Mets,B.Nimmo,Cincinnati Reds,0.0,0.55,N,0.4324324324324324,0,0.4,0,0.4,0
15,15,B.Baty o0.5 RBI,charliedisturco,175,0.5,1.375,New York Mets,B.Baty,Cincinnati Reds,0.0,0.875,N,0.25,0,0.2,0,0.2,0
16,16,M.Haniger o0.5 RBI,Thespinzone,130,0.08,0.184,San Francisco Giants,M.Haniger,Arizona Diamondbacks,0.0,0.104,N,0.3846153846153846,0,0.2,0,0.4,0
