,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,C.Blackmon o0.5 Runs Scored,Thespinzone,150,0.1,0.25,0.15,C.Blackmon,Colorado Rockies,Baltimore Orioles,0.0,0.5633802816901409,1.0,0.8,1.0,0.8,1.0
3,C.Blackmon o0.5 Runs Scored,Thespinzone,150,0.1,0.25,0.15,C.Blackmon,Colorado Rockies,Baltimore Orioles,0.0,,,,,,
7,Z.Gelof o0.5 Runs Scored,Thespinzone,110,0.1,0.21,0.11,Z.Gelof,Oakland Athletics,Chicago White Sox,0.0,,,,,,
