Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,L.Thomas u1.5 total bases,Teddy Ricketson,-170,1.0,L.Thomas,1.5882352941176472,0.5882352941176472,Washington Nationals,Pittsburgh Pirates,1.0,1.0,1,1.0,1,1.0,1
0,A.Puk u2.5 BB,SBK5065,-165,1.0,A.Puk,1.606060606060606,0.606060606060606,Miami Marlins,Los Angeles Angels,1.0,0.0,0,0.0,0,0.0,0
0,T.Glasnow u7.5 Ks,gneiffer07,115,1.0,T.Glasnow,2.15,1.15,Los Angeles Dodgers,San Francisco Giants,1.0,1.0,1,1.0,1,1.0,1
1,C.Bassitt u4.5 Ks,gneiffer07,-104,1.04,C.Bassitt,2.04,1.0,Toronto Blue Jays,Houston Astros,0.0,0.0,0,0.0,0,0.0,0
2,F.Montas u5.5 Ks,cowhitchurch,-132,0.66,F.Montas,1.16,0.5000000000000001,Cincinnati Reds,Philadelphia Phillies,0.0,1.0,1,1.0,1,1.0,1
3,M.Keller u5.5 Ks,kylemurray03,-111,1.11,M.Keller,2.1100000000000003,1.0000000000000002,Pittsburgh Pirates,Washington Nationals,0.0,1.0,1,1.0,1,1.0,1
4,M.Keller u5.5 Ks,cowhitchurch,-122,0.61,M.Keller,1.11,0.5000000000000001,Pittsburgh Pirates,Washington Nationals,0.0,1.0,1,1.0,1,1.0,1
5,C.Quantrill u3.5 Ks,AnthonyDabbundo,-120,1.2,C.Quantrill,2.2,1.0000000000000002,Colorado Rockies,Chicago Cubs,0.0,1.0,1,1.0,1,1.0,1
6,P.Sandoval u5.5 Ks,SBK5065,-145,1.25,P.Sandoval,2.112068965517241,0.8620689655172415,Los Angeles Angels,Miami Marlins,0.0,1.0,1,1.0,1,1.0,1
7,N.Eovaldi u5.5 Ks,cowhitchurch,118,0.5,N.Eovaldi,1.09,0.5899999999999999,Texas Rangers,Tampa Bay Rays,0.0,1.0,1,1.0,1,1.0,1
8,N.Eovaldi u5.5 Ks,GDAWG5000,-105,0.52,N.Eovaldi,1.0152380952380953,0.4952380952380952,Texas Rangers,Tampa Bay Rays,0.0,1.0,1,1.0,1,1.0,1
9,N.Eovaldi u5.5 Ks,AnthonyDabbundo,-105,1.05,N.Eovaldi,2.05,0.9999999999999998,Texas Rangers,Tampa Bay Rays,0.0,1.0,1,1.0,1,1.0,1
10,J.Musgrove u6.5 Ks,charliedisturco,-146,0.5,J.Musgrove,0.8424657534246576,0.3424657534246575,San Diego Padres,St Louis Cardinals,1.0,1.0,1,1.0,1,1.0,1
11,J.Musgrove u6.5 Ks,AnthonyDabbundo,-146,1.46,J.Musgrove,2.46,1.0,San Diego Padres,St Louis Cardinals,1.0,1.0,1,1.0,1,1.0,1
12,J.Musgrove u6.5 Ks,The_Oddsmaker,-146,1.46,J.Musgrove,2.46,1.0,San Diego Padres,St Louis Cardinals,1.0,1.0,1,1.0,1,1.0,1
13,J.Musgrove u5.5 Ks,OldManWhoBets,128,0.5,J.Musgrove,1.14,0.6400000000000001,San Diego Padres,St Louis Cardinals,1.0,1.0,1,1.0,1,1.0,1
14,J.Musgrove u6.5 Ks,SBK5065,-140,1.0,J.Musgrove,1.7142857142857144,0.7142857142857144,San Diego Padres,St Louis Cardinals,1.0,1.0,1,1.0,1,1.0,1
15,C.Bassitt u4.5 Ks,Jason Radowitz,-115,1.0,C.Bassitt,1.869565217391304,0.8695652173913042,Toronto Blue Jays,Houston Astros,0.0,0.0,0,0.0,0,0.0,0
16,T.Glasnow u7.5 strikeouts,Teddy Ricketson,105,1.0,T.Glasnow,2.05,1.0499999999999998,Los Angeles Dodgers,San Francisco Giants,1.0,1.0,1,1.0,1,1.0,1
