,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
0,R.Arozarena o0.5 Runs Scored,Thespinzone,107,0.15,R.Arozarena,0.3105,0.1605,Tampa Bay Rays,Texas Rangers,1.0
