,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
0,J.Gray u5.5 Ks,jimsannes,108,1.0,J.Gray,2.08,1.08,Texas Rangers,Seattle Mariners,0.0
1,S.Mcclanahan u6.5 strikeouts,Chris Landers,100,1.0,S.Mcclanahan,2.0,1.0,Tampa Bay Rays,Baltimore Orioles,0.0
