,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
0,A.Civale u4.5 strikeouts,Chris Landers,105,1.0,2.05,1.0499999999999998,A.Civale,Tampa Bay Rays,Cleveland Guardians,1.0
1,L.Lynn u8.5 Ks,PropBetGuy,-152,1.52,2.52,1.0,L.Lynn,Los Angeles Dodgers,Colorado Rockies,1.0
2,M.Kopech u5.5 Ks,PropBetGuy,-150,1.0,1.6666666666666663,0.6666666666666665,M.Kopech,Chicago White Sox,Milwaukee Brewers,1.0
