Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
4,J.Ramirez o0.5 RBI,Thespinzone,132,0.25,J.Ramirez,0.5800000000000001,0.33,Cleveland Guardians,Cincinnati Reds,0.0,0.5873015873015873,1,0.8,1,0.6,1
14,M.Ozuna o0.5 RBI,Thespinzone,155,0.25,M.Ozuna,0.6375,0.3874999999999999,Atlanta Braves,Baltimore Orioles,0.0,0.4603174603174603,0,0.2,0,0.2,0
15,A.Rutschman o0.5 RBI,Thespinzone,230,0.25,A.Rutschman,0.825,0.575,Baltimore Orioles,Atlanta Braves,1.0,0.4590163934426229,0,0.4,0,0.4,0
0,P.Skenes u7.5 Ks,GreenDotDaily,-130,1.0,P.Skenes,1.7692307692307692,0.7692307692307692,Pittsburgh Pirates,St Louis Cardinals,0.0,0.4,0,0.4,0,0.4,0
1,P.Skenes u7.5 Ks,cowhitchurch,-130,0.65,P.Skenes,1.15,0.4999999999999999,Pittsburgh Pirates,St Louis Cardinals,0.0,0.4,0,0.4,0,0.4,0
2,P.Skenes u7.5 Ks,GDAWG5000,-130,0.65,P.Skenes,1.15,0.4999999999999999,Pittsburgh Pirates,St Louis Cardinals,0.0,0.4,0,0.4,0,0.4,0
3,P.Skenes u7.5 Ks,The_Oddsmaker,-130,1.3,P.Skenes,2.3,0.9999999999999998,Pittsburgh Pirates,St Louis Cardinals,0.0,0.4,0,0.4,0,0.4,0
19,J.Luzardo u5.5 Ks,cowhitchurch,-170,0.5,J.Luzardo,0.7941176470588236,0.2941176470588236,Miami Marlins,New York Mets,0.0,0.6,1,0.6,1,0.6,1
20,B.Singer u4.5 Ks,cowhitchurch,-127,0.64,B.Singer,1.1439370078740156,0.5039370078740156,Kansas City Royals,New York Yankees,1.0,0.4166666666666667,0,0.6,1,0.4,0
24,R.Blanco u5.5 Ks,cowhitchurch,-148,0.74,R.Blanco,1.24,0.5,Houston Astros,San Francisco Giants,0.0,0.4545454545454545,0,0.6,1,0.5,0
25,J.Hicks u16.5 Outs,PropBetGuy,-114,1.0,J.Hicks,1.8771929824561404,0.8771929824561404,San Francisco Giants,Houston Astros,1.0,0.7692307692307693,1,1.0,1,0.9,1
30,J.Luzardo u4.5 ks,Jason Radowitz,120,1.0,J.Luzardo,2.2,1.2000000000000002,Miami Marlins,New York Mets,0.0,0.5,0,0.6,1,0.5,0
31,Y.Kikuchi u5.5 ks,Jason Radowitz,122,1.0,Y.Kikuchi,2.22,1.2199999999999998,Toronto Blue Jays,Milwaukee Brewers,0.0,0.4615384615384615,0,0.4,0,0.5,0
39,J.Gray o3.5 strikeouts,Rotowire,100,0.75,J.Gray,1.5,0.75,Texas Rangers,Los Angeles Dodgers,0.0,0.6,1,0.6,1,0.6,1
41,A.Gomber u4.5 strikeouts,Rotowire,100,0.75,A.Gomber,1.5,0.75,Colorado Rockies,Minnesota Twins,0.0,0.6666666666666666,1,0.4,0,0.7,1
42,P.Lopez u6.5 strikeouts,Rotowire,100,0.75,P.Lopez,1.5,0.75,Minnesota Twins,Colorado Rockies,1.0,0.5384615384615384,1,1.0,1,0.6,1
43,B.Miller u6.5 strikeouts,Rotowire,100,0.75,B.Miller,1.5,0.75,Seattle Mariners,Chicago White Sox,1.0,0.6153846153846154,1,0.8,1,0.6,1
46,A.Civale u5.5 strikeouts,Rotowire Prizepicks,100,1.5,A.Civale,3.0,1.5,Tampa Bay Rays,Chicago Cubs,1.0,0.6153846153846154,1,0.6,1,0.7,1
5,Z.Wheeler o6.5 Ks,cowhitchurch,-136,0.68,Z.Wheeler,1.1800000000000002,0.5000000000000001,Philadelphia Phillies,Boston Red Sox,0.0,0.4615384615384615,0,0.2,0,0.5,0
10,R.Vasquez o4.5 Ks,cowhitchurch,-154,0.5,R.Vasquez,0.8246753246753247,0.3246753246753247,San Diego Padres,Oakland Athletics,1.0,0.2857142857142857,0,0.4,0,0.2857142857142857,0
11,Z.Eflin o4.5 Ks,cowhitchurch,-109,0.55,Z.Eflin,1.0545871559633029,0.5045871559633028,Tampa Bay Rays,Chicago Cubs,1.0,0.5454545454545454,1,0.2,0,0.5,0
15,T.Myers o3.5 strikeouts,Rotowire,100,0.75,T.Myers,1.5,0.75,Milwaukee Brewers,Toronto Blue Jays,1.0,0.8571428571428571,1,0.8,1,0.8571428571428571,1
17,S.Schwellenbach o3.5 strikeouts,Rotowire,100,0.75,S.Schwellenbach,1.5,0.75,Atlanta Braves,Baltimore Orioles,0.0,1.0,1,1.0,1,1.0,1
4,P.Skenes o1.5 Earned Runs,cowhitchurch,105,0.5,P.Skenes,1.025,0.5249999999999999,Pittsburgh Pirates,St Louis Cardinals,0.0,0.6,1,0.6,1,0.6,1
12,S.Suzuki o0.5 HR,Jason Radowitz,540,0.1,S.Suzuki,0.6400000000000001,0.5400000000000001,Chicago Cubs,Tampa Bay Rays,0.0,0.175,0,0.2,0,0.3,0
13,H.Davis u1.5 total bases,Rotowire,100,0.75,H.Davis,1.5,0.75,Pittsburgh Pirates,St Louis Cardinals,0.0,0.88,1,0.8,1,0.9,1
14,B.Rortvedt u1.5 total bases,Rotowire,100,0.75,B.Rortvedt,1.5,0.75,Tampa Bay Rays,Chicago Cubs,1.0,0.7857142857142857,1,0.8,1,0.9,1
20,J.Kelenic o0.5 total bases,Rotowire Prizepicks,100,1.5,J.Kelenic,3.0,1.5,Atlanta Braves,Baltimore Orioles,0.0,0.6,1,0.6,1,0.6,1
7,S.Ohtani o1.5 Total Bases,charliedisturco,-120,0.5,S.Ohtani,0.9166666666666669,0.4166666666666667,Los Angeles Dodgers,Texas Rangers,1.0,0.5,0,0.4,0,0.3,0
8,W.Langford o1.5 Total Bases,charliedisturco,155,0.5,W.Langford,1.275,0.7749999999999999,Texas Rangers,Los Angeles Dodgers,0.0,0.3170731707317073,0,0.6,1,0.5,0
12,F.Freeman o1.5 Total Bases,charliedisturco,120,0.6,F.Freeman,1.32,0.7200000000000001,Los Angeles Dodgers,Texas Rangers,1.0,0.4615384615384615,0,0.4,0,0.5,0
13,M.Semien o1.5 Total Bases,charliedisturco,125,0.5,M.Semien,1.125,0.625,Texas Rangers,Los Angeles Dodgers,0.0,0.4375,0,0.2,0,0.3,0
