,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
9,J.Verlander u6.5 Ks,SBK5065,-118,0.5,J.Verlander,0.923728813559322,0.423728813559322,New York Mets,New York Yankees,1.0
10,J.Verlander u6.5 Ks,The_Oddsmaker,-118,1.5,J.Verlander,2.7711864406779663,1.2711864406779665,New York Mets,New York Yankees,1.0
14,D.Lynch o4.5 Ks,The_Oddsmaker,-140,1.4,D.Lynch,2.4,1.0,Kansas City Royals,Cincinnati Reds,1.0
15,B.Lively o4.5 Ks,jimsannes,-105,1.0,B.Lively,1.9523809523809523,0.9523809523809524,Cincinnati Reds,Kansas City Royals,0.0
25,K.Bradish o4.5 Ks,jimsannes,106,1.0,K.Bradish,2.06,1.06,Baltimore Orioles,Toronto Blue Jays,1.0
30,R.Detmers o5.5 Ks,The_Oddsmaker,-124,1.0,R.Detmers,1.8064516129032255,0.8064516129032258,Los Angeles Angels,Texas Rangers,0.0
39,T.Glasnow u8.5 Ks,jimsannes,-116,0.86,T.Glasnow,1.6013793103448275,0.7413793103448275,Tampa Bay Rays,Oakland Athletics,0.0
