,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,P.Goldschmidt o1.5 Total Bases,charliedisturco,100,0.5,P.Goldschmidt,1.0,0.5,St. Louis Cardinals,San Francisco Giants,1.0,0.4393939393939394,0.0,0.8,1.0,0.5,0.0
3,P.Goldschmidt o1.5 Total Bases,PropBetGuy,105,1.0,P.Goldschmidt,2.05,1.0499999999999998,St. Louis Cardinals,San Francisco Giants,1.0,0.4393939393939394,0.0,0.8,1.0,0.5,0.0
11,A.Bregman o1.5 Total Bases,NicholaskMartin,145,0.5,A.Bregman,1.225,0.7250000000000001,Houston Astros,Washington Nationals,1.0,0.3333333333333333,0.0,0.6,1.0,0.5,0.0
12,J.Turner o1.5 Total Bases,GreenDotDaily,-120,1.0,J.Turner,1.8333333333333333,0.8333333333333335,Boston Red Sox,Colorado Rockies,1.0,0.4153846153846154,0.0,1.0,1.0,0.7,1.0
13,J.Turner o1.5 Total Bases,charliedisturco,-110,0.55,J.Turner,1.05,0.5,Boston Red Sox,Colorado Rockies,1.0,0.4153846153846154,0.0,1.0,1.0,0.7,1.0
17,F.Freeman o1.5 Total Bases,charliedisturco,100,0.5,F.Freeman,1.0,0.5,Los Angeles Dodgers,Chicago White Sox,1.0,0.4925373134328358,0.0,0.6,1.0,0.4,0.0
18,C.Walker o1.5 Total Bases,charliedisturco,125,0.63,C.Walker,1.4175,0.7875,Arizona Diamondbacks,Philadelphia Phillies,1.0,0.3809523809523809,0.0,0.6,1.0,0.6,1.0
6,P.Goldschmidt o1.5 Total Bases,charliedisturco,100,0.5,P.Goldschmidt,1.0,0.5,St. Louis Cardinals,San Francisco Giants,1.0,,,,,,
8,P.Goldschmidt o1.5 Total Bases,PropBetGuy,105,1.0,P.Goldschmidt,2.05,1.0499999999999998,St. Louis Cardinals,San Francisco Giants,1.0,,,,,,
18,A.Bregman o1.5 Total Bases,NicholaskMartin,145,0.5,A.Bregman,1.225,0.7250000000000001,Houston Astros,Washington Nationals,1.0,,,,,,
21,J.Turner o1.5 Total Bases,GreenDotDaily,-120,1.0,J.Turner,1.8333333333333333,0.8333333333333335,Boston Red Sox,Colorado Rockies,1.0,,,,,,
22,J.Turner o1.5 Total Bases,charliedisturco,-110,0.55,J.Turner,1.05,0.5,Boston Red Sox,Colorado Rockies,1.0,,,,,,
32,F.Freeman o1.5 Total Bases,charliedisturco,100,0.5,F.Freeman,1.0,0.5,Los Angeles Dodgers,Chicago White Sox,1.0,,,,,,
34,C.Walker o1.5 Total Bases,NicholaskMartin,115,1.15,C.Walker,2.4725,1.3224999999999998,Arizona Diamondbacks,Philadelphia Phillies,1.0,,,,,,
35,C.Walker o1.5 Total Bases,charliedisturco,125,0.63,C.Walker,1.4175,0.7875,Arizona Diamondbacks,Philadelphia Phillies,1.0,,,,,,
41,K.Marte o1.5 total bases,Teddy Ricketson,-110,1.0,K.Marte,1.9090909090909087,,Arizona Diamondbacks,Philadelphia Phillies,1.0,,,,,,
