,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,K.Hayes o1.5 Total Bases,charliedisturco,100,0.5,1.0,0.5,K.Hayes,Pittsburgh Pirates,Minnesota Twins,0.0,0.3888888888888889,0,0.6,1,0.8,1
1,C.Joe o1.5 Total Bases,charliedisturco,140,0.5,1.2,0.7,C.Joe,Pittsburgh Pirates,Minnesota Twins,0.0,0.3689320388349514,0,0.6,1,0.8,1
