,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
0,J.Paxton u4.5 Ks,SBK5065,110,0.5,J.Paxton,1.05,0.55,Boston Red Sox,St. Louis Cardinals,1.0
1,J.France o4.5 Ks,SBK5065,-115,0.58,J.France,1.0843478260869563,0.5043478260869564,Houston Astros,Chicago White Sox,0.0
