,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
3,R.Lopez o5.5 Ks,cowhitchurch,122,0.5,R.Lopez,1.11,0.6099999999999999,Atlanta Braves,Chicago Cubs,1.0,0.6666666666666666,1,0.8,1,0.6666666666666666,1
4,S.Imanaga o5.5 Ks,PropBetGuy,115,1.0,S.Imanaga,2.15,1.15,Chicago Cubs,Atlanta Braves,0.0,0.5714285714285714,1,0.6,1,0.5714285714285714,1
14,C.Rea u5.5 Ks,cowhitchurch,-160,0.8,C.Rea,1.3,0.5,Milwaukee Brewers,Pittsburgh Pirates,1.0,0.8571428571428571,1,0.8,1,0.8571428571428571,1
22,Y.Yamamoto o5.5 Ks,The_Oddsmaker,-130,1.3,Y.Yamamoto,2.3,0.9999999999999998,Los Angeles Dodgers,San Francisco Giants,0.0,0.5714285714285714,1,0.6,1,0.5714285714285714,1
24,Y.Yamamoto o6.5 Ks,charliedisturco,165,0.25,Y.Yamamoto,0.6625,0.4125,Los Angeles Dodgers,San Francisco Giants,0.0,0.4285714285714285,0,0.4,0,0.4285714285714285,0
25,Y.Yamamoto o5.5 Ks,charliedisturco,-130,0.65,Y.Yamamoto,1.15,0.4999999999999999,Los Angeles Dodgers,San Francisco Giants,0.0,0.5714285714285714,1,0.6,1,0.5714285714285714,1
30,G.Ashcraft u4.5 Ks,PropBetGuy,-125,1.25,G.Ashcraft,2.25,1.0,Cincinnati Reds,Arizona Diamondbacks,0.0,0.5714285714285714,1,0.8,1,0.5714285714285714,1
34,S.Sanchez u3.5 Ks,The_Oddsmaker,-130,1.3,S.Sanchez,2.3,0.9999999999999998,Miami Marlins,Detroit Tigers,0.0,1.0,1,1.0,1,1.0,1
37,M.Keller u5.5 ks,Jason Radowitz,106,1.0,M.Keller,2.06,1.06,Pittsburgh Pirates,Milwaukee Brewers,0.0,0.625,1,0.6,1,0.625,1
45,R.Stripling o2.5 strikeouts,Rotowire,100,0.75,R.Stripling,1.5,0.75,Oakland Athletics,Houston Astros,0.0,0.75,1,0.6,1,0.75,1
46,S.Arrighetti u6.5 strikeouts,Rotowire,100,0.75,S.Arrighetti,1.5,0.75,Houston Astros,Oakland Athletics,1.0,0.8,1,0.8,1,0.8,1
47,G.Stone u4.5 strikeouts,Rotowire,100,0.75,G.Stone,1.5,0.75,Los Angeles Dodgers,San Francisco Giants,0.0,0.5714285714285714,1,0.8,1,0.5714285714285714,1
48,B.Singer u6.5 strikeouts,Rotowire,100,0.75,B.Singer,1.5,0.75,Kansas City Royals,Seattle Mariners,0.0,0.75,1,0.8,1,0.75,1
