,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
13,L.Severino u5.5 Ks,PropBetGuy,-140,1.4,L.Severino,2.4,1.0,New York Mets,Arizona Diamondbacks,1.0,0.6,1,0.6,1,0.6,1
14,B.Woo u5.5 Ks,GreenDotDaily,-102,1.0,B.Woo,1.9803921568627447,0.9803921568627452,Seattle Mariners,Los Angeles Angels,1.0,0.75,1,0.75,1,0.75,1
15,B.Woo u5.5 Ks,The_Oddsmaker,-102,1.02,B.Woo,2.02,1.0,Seattle Mariners,Los Angeles Angels,1.0,0.75,1,0.75,1,0.75,1
16,B.Woo u5.5 Ks,cowhitchurch,-102,0.51,B.Woo,1.01,0.5,Seattle Mariners,Los Angeles Angels,1.0,0.75,1,0.75,1,0.75,1
19,A.Nola u6.5 Ks,kylemurray03,-130,1.3,A.Nola,2.3,0.9999999999999998,Philadelphia Phillies,St Louis Cardinals,1.0,0.5454545454545454,1,0.6,1,0.5,0
20,S.Sanchez u2.5 Ks,cowhitchurch,140,0.5,S.Sanchez,1.2,0.7,Miami Marlins,Texas Rangers,1.0,0.6666666666666666,1,0.8,1,0.6666666666666666,1
23,D.Cease o5.5 Ks,kylemurray03,-150,1.5,D.Cease,2.5,1.0,San Diego Padres,Kansas City Royals,0.0,0.8181818181818182,1,0.8,1,0.8,1
24,W.Buehler o5.5 Ks,kylemurray03,-155,1.5,W.Buehler,2.467741935483871,0.967741935483871,Los Angeles Dodgers,Colorado Rockies,1.0,0.25,0,0.25,0,0.25,0
27,J.Assad o4.5 Ks,cowhitchurch,-132,0.5,J.Assad,0.8787878787878788,0.3787878787878788,Chicago Cubs,Cincinnati Reds,1.0,0.5454545454545454,1,0.4,0,0.5,0
28,J.Assad o4.5 Ks,kylemurray03,-155,1.0,J.Assad,1.6451612903225803,0.6451612903225805,Chicago Cubs,Cincinnati Reds,1.0,0.5454545454545454,1,0.4,0,0.5,0
30,S.Sanchez u2.5 ks,Jason Radowitz,118,1.0,S.Sanchez,2.18,1.1799999999999995,Miami Marlins,Texas Rangers,1.0,0.6666666666666666,1,0.8,1,0.6666666666666666,1
33,J.Soriano u6.5 strikeouts,Rotowire,100,0.75,J.Soriano,1.5,0.75,Los Angeles Angels,Seattle Mariners,0.0,0.7777777777777778,1,0.8,1,0.7777777777777778,1
34,A.Suarez u4.5 strikeouts,Rotowire,100,0.75,A.Suarez,1.5,0.75,Baltimore Orioles,Tampa Bay Rays,1.0,0.5,0,0.5,0,0.5,0
35,M.Mikolas o3.5 strikeouts,Rotowire,100,0.75,M.Mikolas,1.5,0.75,St Louis Cardinals,Philadelphia Phillies,0.0,0.6363636363636364,1,0.6,1,0.6,1
36,A.Civale o4.5 strikeouts,Rotowire,100,0.75,A.Civale,1.5,0.75,Tampa Bay Rays,Baltimore Orioles,0.0,0.6363636363636364,1,0.6,1,0.6,1
37,J.Montgomery u4.5 strikeouts,Rotowire,100,0.75,J.Montgomery,1.5,0.75,Arizona Diamondbacks,New York Mets,0.0,0.8571428571428571,1,0.8,1,0.8571428571428571,1
27,T.Myers o4.5 Ks,kylemurray03,115,1.0,T.Myers,2.15,1.15,Milwaukee Brewers,Chicago White Sox,1.0,0.4,0,0.4,0,0.4,0
28,T.Myers o4.5 Ks,PropBetGuy,140,1.0,T.Myers,2.4,1.4,Milwaukee Brewers,Chicago White Sox,1.0,0.4,0,0.4,0,0.4,0
47,S.Sanchez o2.5 strikeouts,Rotowire,100,0.75,S.Sanchez,1.5,0.75,Miami Marlins,Texas Rangers,1.0,0.3333333333333333,0,0.2,0,0.3333333333333333,0
