,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
0,J.Scholtens u3.5 Ks,Thespinzone,126,0.13,J.Scholtens,0.2938,0.1638,Chicago White Sox,Detroit Tigers,0.0
1,C.Kershaw u6.5 strikeouts,Colby Conway,-110,1.0,C.Kershaw,1.9090909090909087,0.9090909090909088,Los Angeles Dodgers,Tampa Bay Rays,0.0
2,E.Cabrera u6.5 strikeouts,Colby Conway,-110,1.0,E.Cabrera,1.9090909090909087,0.9090909090909088,Miami Marlins,Los Angeles Angels,0.0
