,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,M.Wacha u5.5 Ks,AnthonyDabbundo,-148,1.0,1.6756756756756757,San Diego Padres,M.Wacha,Cincinnati Reds,1.0,0.6756756756756757,Y,0.8333333333333334,1,0.8,1,0.8333333333333334,1
1,L.Arraez o1.5 Total Bases,charliedisturco,117,0.5,1.085,Miami Marlins,L.Arraez,Atlanta Braves,1.0,0.585,N,0.2692307692307692,0,0.2,0,0.1,0
2,M.Trout o1.5 Total Bases,charliedisturco,130,0.5,1.15,Los Angeles Angels,M.Trout,St. Louis Cardinals,0.0,0.6499999999999999,N,0.4642857142857143,0,0.2,0,0.4,0
3,B.Drury o1.5 Total Bases,charliedisturco,145,0.5,1.225,Los Angeles Angels,B.Drury,St. Louis Cardinals,0.0,0.7250000000000001,N,0.2857142857142857,0,0.2,0,0.4,0
4,C.Wallach o0.5 RBI,Thespinzone,280,0.08,0.304,Los Angeles Angels,C.Wallach,St. Louis Cardinals,0.0,0.2239999999999999,N,0.2857142857142857,0,0.2,0,0.2857142857142857,0
5,J.Mateo o0.5 Runs Scored,Thespinzone,125,0.08,0.18,Baltimore Orioles,J.Mateo,Kansas City Royals,0.0,0.0999999999999999,N,0.6666666666666666,1,0.8,1,0.7,1
6,N.Pratto o0.5 HR,AnthonyDabbundo,1200,0.5,6.5,Kansas City Royals,N.Pratto,Baltimore Orioles,1.0,6.0,N,0.0,0,0.0,0,0.0,0
7,R.Grichuk o0.5 Runs Scored,Thespinzone,127,0.1,0.227,Colorado Rockies,R.Grichuk,Milwaukee Brewers,1.0,0.127,N,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
8,T.Bibee o4.5 Ks,PropBetGuy,-125,1.0,1.8,Cleveland Guardians,T.Bibee,New York Yankees,0.0,0.8,Y,1.0,1,1.0,1,1.0,1
9,R.Arozarena o0.5 RBI,Thespinzone,180,0.08,0.2239999999999999,Tampa Bay Rays,R.Arozarena,Pittsburgh Pirates,1.0,0.1439999999999999,N,0.4827586206896552,0,0.2,0,0.3,0
10,H.Brown o5.5 Ks,PropBetGuy,-125,1.25,2.25,Houston Astros,H.Brown,San Francisco Giants,1.0,1.0,N,0.5,0,0.6,1,0.5,0
11,G.Cole u6.5 strikeouts,Chris Landers,100,1.0,2.0,New York Yankees,G.Cole,Cleveland Guardians,1.0,1.0,N,0.2857142857142857,0,0.4,0,0.2857142857142857,0
12,M.Miller o5.5 strikeouts,Chris Landers,-105,1.0,1.9523809523809523,Oakland Athletics,M.Miller,Seattle Mariners,1.0,0.9523809523809524,Y,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
13,S.Matz o2.5 earned runs,Chris Landers,100,1.0,2.0,St. Louis Cardinals,S.Matz,Los Angeles Angels,1.0,1.0,Y,0.6666666666666666,1,0.6,1,0.6666666666666666,1
14,S.Alcantara o6.0 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Miami Marlins,S.Alcantara,Atlanta Braves,1.0,0.9090909090909088,N,0.16666666666666666,0,0.2,0,0.16666666666666666,0
