,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Berti o1.5 Total Bases,Thespinzone,-115,0.13,0.2430434782608695,Miami Marlins,J.Berti,Colorado Rockies,0.0,0.1130434782608695,Y,0.18181818181818182,0,0.4,0,0.2,0
1,J.Soler o0.5 HR,Thespinzone,225,0.09,0.2925,Miami Marlins,J.Soler,Colorado Rockies,0.0,0.2024999999999999,N,0.1702127659574468,0,0.2,0,0.3,0
2,J.Jung o1.5 Total Bases,NicholaskMartin,130,0.65,1.495,Texas Rangers,J.Jung,Pittsburgh Pirates,0.0,0.8450000000000001,Y,0.4222222222222222,0,0.8,1,0.5,0
3,J.Heim o0.5 RBI,Thespinzone,155,0.08,0.204,Texas Rangers,J.Heim,Pittsburgh Pirates,0.0,0.1239999999999999,N,0.4634146341463415,0,0.2,0,0.4,0
4,J.Jung o0.5 Runs Scored,Thespinzone,128,0.1,0.228,Texas Rangers,J.Jung,Pittsburgh Pirates,0.0,0.128,Y,0.5111111111111111,1,1.0,1,0.7,1
5,J.Jung o0.5 HR,charliedisturco,550,0.55,3.575,Texas Rangers,J.Jung,Pittsburgh Pirates,0.0,3.0250000000000004,N,0.13333333333333333,0,0.4,0,0.2,0
6,J.Jung o1.5 Total Bases,charliedisturco,125,0.63,1.4175,Texas Rangers,J.Jung,Pittsburgh Pirates,0.0,0.7875,Y,0.4222222222222222,0,0.8,1,0.5,0
7,E.Duran o0.5 HR,Zerillo,630,0.05,0.365,Texas Rangers,E.Duran,Pittsburgh Pirates,0.0,0.315,N,0.15,0,0.2,0,0.2,0
8,E.Duran o0.5 HR,charliedisturco,560,0.1,0.66,Texas Rangers,E.Duran,Pittsburgh Pirates,0.0,0.56,N,0.15,0,0.2,0,0.2,0
9,E.Duran o1.5 Total Bases,charliedisturco,130,0.5,1.15,Texas Rangers,E.Duran,Pittsburgh Pirates,0.0,0.6499999999999999,N,0.425,0,0.6,1,0.7,1
10,T.Bradley o5.5 Ks,Thespinzone,138,0.1,0.238,Tampa Bay Rays,T.Bradley,Toronto Blue Jays,1.0,0.1379999999999999,Y,0.8,1,0.8,1,0.8,1
11,J.Lowe o0.5 RBI,Thespinzone,215,0.08,0.252,Tampa Bay Rays,J.Lowe,Toronto Blue Jays,1.0,0.172,N,0.475,0,0.4,0,0.4,0
12,A.Benintendi o0.5 Runs Scored,Thespinzone,145,0.11,0.2695,Chicago White Sox,A.Benintendi,Cleveland Guardians,0.0,0.1595,Y,0.45652173913043476,0,0.4,0,0.4,0
13,J.Burger o0.5 HR,Thespinzone,390,0.04,0.196,Chicago White Sox,J.Burger,Cleveland Guardians,0.0,0.156,N,0.3125,0,0.0,0,0.3,0
14,J.Naylor o0.5 RBI,Thespinzone,135,0.1,0.235,Cleveland Guardians,J.Naylor,Chicago White Sox,1.0,0.1349999999999999,Y,0.4634146341463415,0,0.4,0,0.5,0
15,B.Rooker o1.5 Total Bases,GreenDotDaily,125,1.0,2.25,Oakland Athletics,B.Rooker,Seattle Mariners,0.0,1.25,N,0.3488372093023256,0,0.2,0,0.2,0
16,B.Rooker o1.5 Total Bases,charliedisturco,125,0.5,1.125,Oakland Athletics,B.Rooker,Seattle Mariners,0.0,0.625,N,0.3488372093023256,0,0.2,0,0.2,0
17,B.Rooker o0.5 HR,charliedisturco,360,0.1,0.4599999999999999,Oakland Athletics,B.Rooker,Seattle Mariners,0.0,0.3599999999999999,N,0.18604651162790697,0,0.0,0,0.0,0
18,N.Senzel o0.5 HR,Zerillo,560,0.05,0.33,Cincinnati Reds,N.Senzel,St. Louis Cardinals,1.0,0.28,N,0.11428571428571428,0,0.0,0,0.1,0
19,N.Castellanos o0.5 Runs Scored,Thespinzone,-105,0.08,0.1561904761904761,Philadelphia Phillies,N.Castellanos,Arizona Diamondbacks,1.0,0.0761904761904761,Y,0.5416666666666666,1,0.4,0,0.4,0
20,C.Walker o0.5 RBI,Thespinzone,175,0.08,0.22,Arizona Diamondbacks,C.Walker,Philadelphia Phillies,0.0,0.14,N,0.45652173913043476,0,0.2,0,0.3,0
21,C.Walker o0.5 HR,Thespinzone,425,0.04,0.21,Arizona Diamondbacks,C.Walker,Philadelphia Phillies,0.0,0.1699999999999999,N,0.1956521739130435,0,0.0,0,0.2,0
22,A.Judge o0.5 RBI,Thespinzone,160,0.12,0.312,New York Yankees,A.Judge,Baltimore Orioles,1.0,0.192,Y,0.46153846153846156,0,0.8,1,0.8,1
23,A.Judge o0.5 HR,Thespinzone,270,0.11,0.407,New York Yankees,A.Judge,Baltimore Orioles,1.0,0.297,Y,0.23076923076923078,0,0.4,0,0.4,0
24,G.Cole u7.5 Ks,PropBetGuy,-134,1.0,1.7462686567164178,New York Yankees,G.Cole,Baltimore Orioles,1.0,0.7462686567164178,Y,0.5454545454545454,1,0.8,1,0.6,1
25,Y.Darvish o5.5 Ks,Thespinzone,-107,0.11,0.212803738317757,San Diego Padres,Y.Darvish,Washington Nationals,0.0,0.102803738317757,N,0.5555555555555556,1,0.8,1,0.5555555555555556,1
26,S.Strider u8.5 strikeouts,Chris Landers,100,1.0,2.0,Atlanta Braves,S.Strider,Los Angeles Dodgers,1.0,1.0,N,0.2,0,0.4,0,0.2,0
27,P.Alonso o0.5 rbi,Chris Landers,140,1.0,2.4,New York Mets,P.Alonso,Chicago Cubs,0.0,1.4,Y,0.4489795918367347,0,0.6,1,0.5,0
