,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,T.Casas o0.5 hits,Teddy Ricketson,-230,1.0,1.434782608695652,Boston Red Sox,T.Casas,New York Mets,1.0,0.4347826086956521,Y,0.5348837209302325,1,0.8,1,0.9,1
1,C.Raleigh o0.5 hits,Teddy Ricketson,-140,1.0,1.7142857142857144,Seattle Mariners,C.Raleigh,Toronto Blue Jays,1.0,0.7142857142857144,Y,0.5411764705882353,1,0.6,1,0.5,0
2,M.Moustakas o0.5 hits,Teddy Ricketson,-150,1.0,1.6666666666666663,Los Angeles Angels,M.Moustakas,Pittsburgh Pirates,1.0,0.6666666666666665,Y,0.6842105263157895,1,0.8,1,0.9,1
3,K.Marte o1.0 total bases,Colby Conway,-110,1.0,1.9090909090909087,Arizona Diamondbacks,K.Marte,Cincinnati Reds,0.0,0.9090909090909092,Y,0.3870967741935484,0,0.6,1,0.6,1
4,B.Ober o5.0 strikeouts,Colby Conway,-110,1.0,1.9090909090909087,Minnesota Twins,B.Ober,Chicago White Sox,1.0,0.9090909090909092,Y,0.625,1,0.6,1,0.6,1
5,A.Riley o1.0 total bases,Colby Conway,-110,1.0,1.9090909090909087,Atlanta Braves,A.Riley,Milwaukee Brewers,0.0,0.9090909090909092,N,0.30612244897959184,0,0.8,1,0.6,1
6,Z.Gelof o0.5 Runs Scored,Thespinzone,139,0.1,0.239,Oakland Athletics,Z.Gelof,Houston Astros,1.0,0.1389999999999999,N,0.4444444444444444,0,0.4,0,0.4444444444444444,0
7,K.Tucker o0.5 RBI,Thespinzone,130,0.1,0.2299999999999999,Houston Astros,K.Tucker,Oakland Athletics,0.0,0.1299999999999999,N,0.40816326530612246,0,0.4,0,0.5,0
8,A.Bregman o0.5 RBI,Thespinzone,140,0.1,0.24,Houston Astros,A.Bregman,Oakland Athletics,0.0,0.1399999999999999,N,0.40404040404040403,0,0.6,1,0.5,0
9,J.Triolo o0.5 Runs Scored,Thespinzone,165,0.1,0.265,Pittsburgh Pirates,J.Triolo,Los Angeles Angels,0.0,0.165,N,0.4,0,0.2,0,0.3,0
10,T.Cabbage o0.5 RBI,Thespinzone,250,0.1,0.35,Los Angeles Angels,T.Cabbage,Pittsburgh Pirates,1.0,0.25,N,0.25,0,0.2,0,0.25,0
11,M.Moniak o0.5 RBI,Thespinzone,195,0.1,0.295,Los Angeles Angels,M.Moniak,Pittsburgh Pirates,1.0,0.195,N,0.425531914893617,0,0.6,1,0.4,0
12,S.Ohtani o0.5 RBI,Thespinzone,175,0.1,0.275,Los Angeles Angels,S.Ohtani,Pittsburgh Pirates,1.0,0.175,Y,0.47959183673469385,0,0.4,0,0.6,1
13,R.Adams o0.5 RBI,Thespinzone,200,0.1,0.3,Washington Nationals,R.Adams,San Francisco Giants,1.0,0.2,Y,0.2916666666666667,0,0.4,0,0.4,0
14,L.Thomas o0.5 Runs Scored,Thespinzone,120,0.1,0.22,Washington Nationals,L.Thomas,San Francisco Giants,1.0,0.12,Y,0.5625,1,0.8,1,0.7,1
15,L.Matos o0.5 Runs Scored,Thespinzone,120,0.1,0.22,San Francisco Giants,L.Matos,Washington Nationals,0.0,0.12,N,0.28125,0,0.0,0,0.2,0
16,A.Slater o0.5 RBI,Thespinzone,225,0.1,0.325,San Francisco Giants,A.Slater,Washington Nationals,0.0,0.225,N,0.21951219512195122,0,0.2,0,0.2,0
