,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,K.Kiermaier o0.5 Runs Scored,Thespinzone,175,0.1,0.275,Toronto Blue Jays,K.Kiermaier,Baltimore Orioles,0.0,0.175,N,0.42105263157894735,0,0.4,0,0.4,0
1,A.Hays o0.5 Runs Scored,Thespinzone,-105,0.1,0.1952380952380952,Baltimore Orioles,A.Hays,Toronto Blue Jays,1.0,0.0952380952380952,Y,0.3870967741935484,0,0.4,0,0.5,0
2,A.Santander o0.5 Runs Scored,Thespinzone,110,0.12,0.252,Baltimore Orioles,A.Santander,Toronto Blue Jays,1.0,0.132,Y,0.390625,0,0.6,1,0.4,0
3,J.Mateo o0.5 Runs Scored,Thespinzone,160,0.1,0.26,Baltimore Orioles,J.Mateo,Toronto Blue Jays,1.0,0.16,N,0.4666666666666667,0,0.2,0,0.4,0
4,J.Ortiz o0.5 RBI,Thespinzone,225,0.1,0.325,Baltimore Orioles,J.Ortiz,Toronto Blue Jays,1.0,0.225,N,0.16666666666666666,0,0.0,0,0.1,0
5,K.Clemens o0.5 Runs Scored,Thespinzone,140,0.11,0.264,Philadelphia Phillies,K.Clemens,Arizona Diamondbacks,0.0,0.154,N,0.2894736842105263,0,0.0,0,0.1,0
6,C.Carroll o0.5 Runs Scored,Thespinzone,107,0.1,0.207,Arizona Diamondbacks,C.Carroll,Philadelphia Phillies,1.0,0.107,N,0.5303030303030303,1,0.6,1,0.7,1
7,M.Stroman u5.5 Ks,cowhitchurch,-156,0.5,0.8205128205128205,Chicago Cubs,M.Stroman,Pittsburgh Pirates,1.0,0.3205128205128205,Y,0.6,1,0.6,1,0.7,1
8,J.Oviedo u5.5 Ks,SBK5065,-115,0.58,1.0843478260869563,Pittsburgh Pirates,J.Oviedo,Chicago Cubs,0.0,0.5043478260869564,N,0.7142857142857143,1,0.8,1,0.8,1
9,M.Stroman u5.5 Ks,The_Oddsmaker,-130,1.0,1.7692307692307692,Chicago Cubs,M.Stroman,Pittsburgh Pirates,1.0,0.7692307692307692,Y,0.6,1,0.6,1,0.7,1
10,W.Franco o0.5 Runs Scored,Thespinzone,115,0.1,0.215,Tampa Bay Rays,W.Franco,Oakland Athletics,0.0,0.1149999999999999,N,0.44776119402985076,0,0.2,0,0.3,0
11,S.Brown o0.5 RBI,Thespinzone,180,0.18,0.504,Oakland Athletics,S.Brown,Tampa Bay Rays,1.0,0.324,Y,0.2903225806451613,0,0.4,0,0.5,0
12,L.Allen o4.5 Ks,cowhitchurch,-125,0.63,1.134,Cleveland Guardians,L.Allen,San Diego Padres,0.0,0.5040000000000001,N,0.5,0,0.2,0,0.5,0
13,L.Allen o4.5 Ks,The_Oddsmaker,-110,1.1,2.1,Cleveland Guardians,L.Allen,San Diego Padres,0.0,1.0,N,0.5,0,0.2,0,0.5,0
14,K.Farmer o0.5 RBI,Thespinzone,180,0.1,0.2799999999999999,Minnesota Twins,K.Farmer,Detroit Tigers,1.0,0.1799999999999999,N,0.23809523809523808,0,0.2,0,0.1,0
15,D.Solano o1.5 Total Bases,MikeRandle,100,1.0,2.0,Minnesota Twins,D.Solano,Detroit Tigers,1.0,1.0,Y,0.27586206896551724,0,0.8,1,0.5,0
16,C.Montes o0.5 RBI,Thespinzone,220,0.1,0.32,Colorado Rockies,C.Montes,Atlanta Braves,0.0,0.22,N,0.25,0,0.25,0,0.25,0
17,C.Montes o0.5 HR,Thespinzone,650,0.04,0.3,Colorado Rockies,C.Montes,Atlanta Braves,0.0,0.26,N,0.25,0,0.25,0,0.25,0
