,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,A.Verdugo o0.5 Runs Scored,Thespinzone,110,0.08,0.168,Boston Red Sox,A.Verdugo,Seattle Mariners,1.0,0.088,N,0.6585365853658537,1,0.8,1,0.6,1
1,G.Torres o0.5 RBI,NicholaskMartin,170,0.5,1.35,New York Yankees,G.Torres,Toronto Blue Jays,0.0,0.8500000000000001,N,0.2857142857142857,0,0.2,0,0.5,0
2,A.Rizzo o1.5 Total Bases,NicholaskMartin,150,0.75,1.875,New York Yankees,A.Rizzo,Toronto Blue Jays,0.0,1.125,Y,0.47619047619047616,0,0.8,1,0.7,1
3,A.Rizzo o0.5 RBI,NicholaskMartin,195,0.68,2.006,New York Yankees,A.Rizzo,Toronto Blue Jays,0.0,1.3259999999999996,Y,0.38095238095238093,0,0.6,1,0.6,1
4,J.Bauers o0.5 RBI,Thespinzone,230,0.08,0.264,New York Yankees,J.Bauers,Toronto Blue Jays,0.0,0.184,N,0.16666666666666666,0,0.0,0,0.1,0
5,C.Bellinger o0.5 Runs Scored,Thespinzone,175,0.13,0.3575,Chicago Cubs,C.Bellinger,Houston Astros,0.0,0.2274999999999999,Y,0.6216216216216216,1,0.2,0,0.5,0
6,J.Taillon u4.5 Ks,The_Oddsmaker,-110,1.0,1.9090909090909087,Chicago Cubs,J.Taillon,Houston Astros,0.0,0.9090909090909088,Y,0.5,0,0.4,0,0.5,0
7,S.Murphy o0.5 Runs Scored,Thespinzone,107,0.08,0.1656,Atlanta Braves,S.Murphy,Texas Rangers,0.0,0.0856,Y,0.4722222222222222,0,0.4,0,0.4,0
8,O.Arcia o0.5 Runs Scored,Thespinzone,140,0.11,0.264,Atlanta Braves,O.Arcia,Texas Rangers,0.0,0.154,Y,0.45,0,0.2,0,0.3,0
9,P.Alonso o1.5 Total Bases,charliedisturco,100,0.5,1.0,New York Mets,P.Alonso,Washington Nationals,0.0,0.5,N,0.40476190476190477,0,0.0,0,0.2,0
10,P.Alonso o0.5 home runs,Chris Landers,320,1.0,4.2,New York Mets,P.Alonso,Washington Nationals,0.0,3.2,N,0.16666666666666666,0,0.0,0,0.0,0
11,A.Manoah u5.5 hits allowed,Chris Landers,-110,1.0,1.9090909090909087,Toronto Blue Jays,A.Manoah,New York Yankees,1.0,0.9090909090909088,N,0.4444444444444444,0,0.4,0,0.4444444444444444,0
12,B.Harper o1.5 hits+runs+rbi,Dan Servodidio,-110,1.0,1.9090909090909087,Philadelphia Phillies,B.Harper,San Francisco Giants,0.0,0.9090909090909088,Y,0.7272727272727273,1,0.8,1,0.8,1
13,G.Rodriguez u5.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Baltimore Orioles,G.Rodriguez,Los Angeles Angels,1.0,0.9090909090909088,Y,0.5,0,0.6,1,0.5,0
