,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,A.Civale o5.5 strikeouts,Teddy Ricketson,115,1.0,2.15,Cleveland Guardians,A.Civale,Milwaukee Brewers,1.0,1.15,N,0.2857142857142857,0,0.4,0,0.2857142857142857,0
1,T.Grisham o0.5 hits,Teddy Ricketson,-115,1.0,1.869565217391304,San Diego Padres,T.Grisham,Washington Nationals,1.0,0.8695652173913042,N,0.4594594594594595,0,0.6,1,0.6,1
2,C.Mullins o0.5 RBI,Thespinzone,205,0.1,0.305,Baltimore Orioles,C.Mullins,Seattle Mariners,1.0,0.205,N,0.38181818181818183,0,0.0,0,0.3,0
3,C.Seager o0.5 RBI,Thespinzone,155,0.1,0.255,Texas Rangers,C.Seager,New York Yankees,0.0,0.155,Y,0.5,0,0.4,0,0.4,0
4,G.Cole o9.5 Ks,JoeDellera,390,0.2,0.98,New York Yankees,G.Cole,Texas Rangers,1.0,0.78,N,0.11764705882352941,0,0.0,0,0.0,0
5,G.Cole o8.5 Ks,JoeDellera,215,0.3,0.945,New York Yankees,G.Cole,Texas Rangers,1.0,0.645,N,0.17647058823529413,0,0.0,0,0.1,0
6,T.Walls o0.5 Runs Scored,Thespinzone,140,0.11,0.264,Tampa Bay Rays,T.Walls,Kansas City Royals,1.0,0.154,N,0.4090909090909091,0,0.2,0,0.3,0
8,W.Franco o0.5 Runs Scored,Thespinzone,-110,0.15,0.2863636363636364,Tampa Bay Rays,W.Franco,Kansas City Royals,1.0,0.1363636363636363,N,0.4189189189189189,0,0.2,0,0.1,0
9,T.Walls o0.5 Runs Scored,Thespinzone,140,0.11,0.264,Tampa Bay Rays,T.Walls,Kansas City Royals,1.0,0.154,N,0.4090909090909091,0,0.2,0,0.3,0
11,W.Franco o0.5 Runs Scored,Thespinzone,-110,0.15,0.2863636363636364,Tampa Bay Rays,W.Franco,Kansas City Royals,1.0,0.1363636363636363,N,0.4189189189189189,0,0.2,0,0.1,0
12,C.Perez o0.5 RBI,Thespinzone,185,0.1,0.285,Oakland Athletics,C.Perez,Toronto Blue Jays,0.0,0.185,N,0.30952380952380953,0,0.2,0,0.3,0
13,T.Banks u3.5 Ks,cowhitchurch,-116,1.16,2.16,Chicago White Sox,T.Banks,Boston Red Sox,1.0,0.9999999999999998,N,0.75,1,0.6,1,0.75,1
14,T.Anderson u5.5 Ks,SBK5065,-155,0.78,1.2832258064516129,Los Angeles Angels,T.Anderson,Colorado Rockies,0.0,0.5032258064516129,N,0.6428571428571429,1,0.4,0,0.5,0
15,R.Lewis o0.5 RBI,Thespinzone,1600000,0.0,0.0,Minnesota Twins,R.Lewis,Detroit Tigers,0.0,0.0,Y,0.4090909090909091,0,0.6,1,0.5,0
16,M.Liberatore u3.5 Ks,AnthonyDabbundo,-143,0.7,1.189510489510489,St. Louis Cardinals,M.Liberatore,Chicago Cubs,1.0,0.4895104895104893,Y,0.7142857142857143,1,0.8,1,0.7142857142857143,1
17,M.Stroman u4.5 Ks,AnthonyDabbundo,105,1.05,2.1525,Chicago Cubs,M.Stroman,St. Louis Cardinals,0.0,1.1024999999999998,Y,0.29411764705882354,0,0.2,0,0.4,0
18,M.Liberatore u3.5 Ks,Zerillo,-140,0.25,0.4285714285714286,St. Louis Cardinals,M.Liberatore,Chicago Cubs,1.0,0.1785714285714286,Y,0.7142857142857143,1,0.8,1,0.7142857142857143,1
19,S.Suzuki o1.5 Total Bases,Zerillo,-105,0.26,0.5076190476190476,Chicago Cubs,S.Suzuki,St. Louis Cardinals,0.0,0.2476190476190476,N,0.4098360655737705,0,0.4,0,0.3,0
20,N.Gorman o1.5 Total Bases,Zerillo,125,0.31,0.6975,St. Louis Cardinals,N.Gorman,Chicago Cubs,1.0,0.3875,Y,0.36231884057971014,0,0.2,0,0.1,0
