,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,L.Taveras o0.5 Runs Scored,Thespinzone,145,0.08,0.196,Texas Rangers,L.Taveras,Oakland Athletics,0.0,0.116,N,0.4230769230769231,0,0.0,0,0.4,0
1,J.Bleday o0.5 Runs Scored,Thespinzone,155,0.06,0.153,Oakland Athletics,J.Bleday,Texas Rangers,1.0,0.093,N,0.5454545454545454,1,0.6,1,0.6,1
3,J.Jung o0.5 RBI,Thespinzone,180,0.08,0.2239999999999999,Texas Rangers,J.Jung,Oakland Athletics,0.0,0.1439999999999999,N,0.2972972972972973,0,0.0,0,0.2,0
4,J.Martinez o0.5 RBI,Thespinzone,162,0.1,0.262,Los Angeles Dodgers,J.Martinez,San Diego Padres,1.0,0.162,Y,0.44,0,0.4,0,0.4,0
5,F.Freeman o0.5 Runs Scored,Thespinzone,-105,0.14,0.2733333333333334,Los Angeles Dodgers,F.Freeman,San Diego Padres,1.0,0.1333333333333333,Y,0.625,1,1.0,1,0.8,1
6,X.Bogaerts o0.5 Hits,SBK5065,100,0.25,0.5,San Diego Padres,X.Bogaerts,Los Angeles Dodgers,0.0,0.25,Y,0.7692307692307693,1,0.6,1,0.6,1
7,X.Bogaerts o0.5 Hits,JoeDellera,100,0.25,0.5,San Diego Padres,X.Bogaerts,Los Angeles Dodgers,0.0,0.25,Y,0.7692307692307693,1,0.6,1,0.6,1
8,H.Bader o0.5 RBI,Thespinzone,210,0.08,0.248,New York Yankees,H.Bader,Tampa Bay Rays,1.0,0.1679999999999999,N,0.45454545454545453,0,0.4,0,0.5,0
9,T.Walls o0.5 Runs Scored,Thespinzone,150,0.08,0.2,Tampa Bay Rays,T.Walls,New York Yankees,0.0,0.12,N,0.4666666666666667,0,0.4,0,0.3,0
10,R.Arozarena o0.5 Runs Scored,Thespinzone,105,0.11,0.2254999999999999,Tampa Bay Rays,R.Arozarena,New York Yankees,0.0,0.1154999999999999,Y,0.5641025641025641,1,0.6,1,0.5,0
11,I.Paredes o0.5 RBI,Thespinzone,180,0.08,0.2239999999999999,Tampa Bay Rays,I.Paredes,New York Yankees,0.0,0.1439999999999999,N,0.32432432432432434,0,0.2,0,0.2,0
12,T.France o0.5 Runs Scored,Thespinzone,100,0.1,0.2,Seattle Mariners,T.France,Detroit Tigers,0.0,0.1,N,0.46153846153846156,0,0.6,1,0.4,0
13,L.Nootbaar o0.5 RBI,Thespinzone,250,0.06,0.21,St. Louis Cardinals,L.Nootbaar,Boston Red Sox,0.0,0.15,N,0.38461538461538464,0,0.6,1,0.5,0
14,T.Wells u5.5 Ks,SBK5065,-148,0.74,1.24,Baltimore Orioles,T.Wells,Pittsburgh Pirates,1.0,0.5,N,0.625,1,0.6,1,0.625,1
15,R.Jeffers o0.5 Total Bases,Thespinzone,-115,0.13,0.2430434782608695,Minnesota Twins,R.Jeffers,Chicago Cubs,1.0,0.1130434782608695,Y,0.5,0,0.2,0,0.3,0
16,C.Morel o0.5 RBI,Thespinzone,275,0.08,0.3,Chicago Cubs,C.Morel,Minnesota Twins,0.0,0.2199999999999999,N,0.75,1,0.75,1,0.75,1
17,N.Pratto o0.5 RBI,Thespinzone,232,0.14,0.4648,Kansas City Royals,N.Pratto,Milwaukee Brewers,0.0,0.3248,Y,0.35294117647058826,0,0.4,0,0.5,0
18,T.Estrada o0.5 Runs Scored,Thespinzone,138,0.1,0.238,San Francisco Giants,T.Estrada,Arizona Diamondbacks,0.0,0.1379999999999999,Y,0.5135135135135135,1,0.4,0,0.6,1
19,C.Schmitt o0.5 Runs Scored,Thespinzone,200,0.08,0.24,San Francisco Giants,C.Schmitt,Arizona Diamondbacks,0.0,0.1599999999999999,N,0.6,1,0.6,1,0.6,1
20,A.Rutschman o0.5 hits,Teddy Ricketson,-245,1.0,1.4081632653061225,Baltimore Orioles,A.Rutschman,Pittsburgh Pirates,1.0,0.4081632653061224,Y,0.6410256410256411,1,0.8,1,0.5,0
21,A.Rutschman o1.5 hits+runs+rbi,Josh Wagner,-110,1.0,1.9090909090909087,Baltimore Orioles,A.Rutschman,Pittsburgh Pirates,1.0,0.9090909090909088,Y,0.48717948717948717,0,0.8,1,0.4,0
