,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,M.Betts o0.5 HR,charliedisturco,310,0.31,1.271,Los Angeles Dodgers,M.Betts,Cincinnati Reds,0.0,0.961,Y,0.2033898305084746,0,0.4,0,0.3,0
1,M.Betts o1.5 Total Bases,charliedisturco,-110,0.5,0.9545454545454546,Los Angeles Dodgers,M.Betts,Cincinnati Reds,0.0,0.4545454545454546,Y,0.4915254237288136,0,0.4,0,0.4,0
2,A.Monasterio o0.5 RBI,Thespinzone,290,0.29,1.131,Milwaukee Brewers,A.Monasterio,Baltimore Orioles,1.0,0.841,Y,0.2222222222222222,0,0.4,0,0.2222222222222222,0
3,J.Lester o0.5 RBI,Thespinzone,295,0.08,0.316,Baltimore Orioles,J.Lester,Milwaukee Brewers,0.0,0.236,N,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
4,O.Miller o0.5 Runs Scored,Thespinzone,160,0.16,0.416,Milwaukee Brewers,O.Miller,Baltimore Orioles,1.0,0.256,Y,0.3617021276595745,0,0.4,0,0.4,0
5,E.Rivera o0.5 RBI,Thespinzone,135,0.14,0.329,Arizona Diamondbacks,E.Rivera,Washington Nationals,0.0,0.189,Y,0.3448275862068966,0,0.4,0,0.4,0
6,C.Walker o0.5 HR,Thespinzone,360,0.08,0.368,Arizona Diamondbacks,C.Walker,Washington Nationals,0.0,0.288,N,0.1724137931034483,0,0.0,0,0.1,0
7,C.Walker o1.5 Total Bases,NicholaskMartin,-115,0.43,0.8039130434782608,Arizona Diamondbacks,C.Walker,Washington Nationals,0.0,0.3739130434782607,Y,0.3620689655172414,0,0.6,1,0.4,0
8,C.Walker o1.5 Total Bases,charliedisturco,-115,0.5,0.934782608695652,Arizona Diamondbacks,C.Walker,Washington Nationals,0.0,0.4347826086956521,Y,0.3620689655172414,0,0.6,1,0.4,0
9,C.Walker o0.5 HR,charliedisturco,360,0.1,0.4599999999999999,Arizona Diamondbacks,C.Walker,Washington Nationals,0.0,0.36,N,0.1724137931034483,0,0.0,0,0.1,0
10,N.Gorman o0.5 RBI,Thespinzone,170,0.1,0.27,St. Louis Cardinals,N.Gorman,Texas Rangers,0.0,0.17,N,0.40350877192982454,0,0.2,0,0.3,0
11,J.Heim o0.5 RBI,Thespinzone,165,0.1,0.265,Texas Rangers,J.Heim,St. Louis Cardinals,1.0,0.165,N,0.4807692307692308,0,0.4,0,0.5,0
12,N.Lowe o0.5 Runs Scored,Thespinzone,125,0.1,0.225,Texas Rangers,N.Lowe,St. Louis Cardinals,1.0,0.125,N,0.5245901639344263,1,0.6,1,0.4,0
13,C.Seager o0.5 RBI,Thespinzone,170,0.1,0.27,Texas Rangers,C.Seager,St. Louis Cardinals,1.0,0.17,N,0.5,0,0.4,0,0.5,0
14,P.Goldschmidt o1.5 Total Bases,charliedisturco,125,0.5,1.125,St. Louis Cardinals,P.Goldschmidt,Texas Rangers,0.0,0.625,N,0.4098360655737705,0,0.2,0,0.3,0
15,P.Goldschmidt o0.5 HR,charliedisturco,390,0.1,0.49,St. Louis Cardinals,P.Goldschmidt,Texas Rangers,0.0,0.39,N,0.08196721311475409,0,0.0,0,0.0,0
16,M.Wacha u5.5 Ks,OldManWhoBets,-145,1.0,1.6896551724137931,San Diego Padres,M.Wacha,Seattle Mariners,1.0,0.6896551724137931,N,0.6666666666666666,1,0.4,0,0.7,1
17,S.Murphy o0.5 RBI,Thespinzone,160,0.16,0.416,Atlanta Braves,S.Murphy,New York Mets,1.0,0.256,Y,0.39215686274509803,0,0.4,0,0.4,0
18,P.Alonso o0.5 HR,NicholaskMartin,390,0.1,0.49,New York Mets,P.Alonso,Atlanta Braves,0.0,0.39,N,0.25806451612903225,0,0.4,0,0.3,0
19,P.Alonso o1.5 Total Bases,NicholaskMartin,120,0.75,1.65,New York Mets,P.Alonso,Atlanta Braves,0.0,0.9000000000000001,N,0.43548387096774194,0,0.4,0,0.4,0
20,S.Murphy o1.5 Total Bases,charliedisturco,130,0.65,1.495,Atlanta Braves,S.Murphy,New York Mets,1.0,0.8449999999999999,N,0.27450980392156865,0,0.2,0,0.2,0
21,S.Murphy o0.5 HR,charliedisturco,450,0.45,2.475,Atlanta Braves,S.Murphy,New York Mets,1.0,2.025,Y,0.1568627450980392,0,0.2,0,0.2,0
22,J.Taillon u4.5 Ks,jimsannes,-128,1.1,1.959375,Chicago Cubs,J.Taillon,Los Angeles Angels,0.0,0.859375,N,0.5,0,0.6,1,0.5,0
23,R.Castro o0.5 HR,charliedisturco,630,0.63,4.599,Pittsburgh Pirates,R.Castro,Oakland Athletics,1.0,3.969,Y,0.05357142857142857,0,0.2,0,0.1,0
24,R.Castro o1.5 Total Bases,charliedisturco,145,0.73,1.7885,Pittsburgh Pirates,R.Castro,Oakland Athletics,1.0,1.0585,Y,0.26785714285714285,0,0.4,0,0.4,0
25,J.Delay o0.5 RBI,Thespinzone,225,0.1,0.325,Pittsburgh Pirates,J.Delay,Oakland Athletics,1.0,0.225,N,0.2,0,0.0,0,0.1,0
27,C.Joe o0.5 Runs Scored,Thespinzone,105,0.15,0.3074999999999999,Pittsburgh Pirates,C.Joe,Oakland Athletics,1.0,0.1574999999999999,N,0.39622641509433965,0,0.2,0,0.4,0
28,C.Bassitt o4.5 Ks,jimsannes,-120,1.0,1.8333333333333333,Toronto Blue Jays,C.Bassitt,Houston Astros,1.0,0.8333333333333335,Y,0.7692307692307693,1,0.8,1,0.8,1
29,R.Mcmahon o1.5 total bases,Chris Landers,105,1.0,2.05,Colorado Rockies,R.Mcmahon,San Francisco Giants,1.0,,N,0.3770491803278688,0,0.6,1,0.6,1
