,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,R.Mountcastle o0.5 RBI,Thespinzone,145,0.08,0.196,Baltimore Orioles,R.Mountcastle,Cleveland Guardians,1.0,0.116,N,0.3333333333333333,0,0.4,0,0.4,0
1,R.Mountcastle o1.5 Total Bases,charliedisturco,-105,0.53,1.0347619047619048,Baltimore Orioles,R.Mountcastle,Cleveland Guardians,1.0,0.5047619047619047,N,0.42592592592592593,0,0.2,0,0.3,0
2,R.Mountcastle o0.5 HR,charliedisturco,500,0.1,0.6000000000000001,Baltimore Orioles,R.Mountcastle,Cleveland Guardians,1.0,0.5000000000000001,N,0.14814814814814814,0,0.0,0,0.1,0
3,B.Doyle o0.5 RBI,Thespinzone,190,0.04,0.1159999999999999,Colorado Rockies,B.Doyle,Arizona Diamondbacks,0.0,0.0759999999999999,N,0.3333333333333333,0,0.2,0,0.4,0
4,B.Doyle o0.5 Runs Scored,Thespinzone,143,0.05,0.1215,Colorado Rockies,B.Doyle,Arizona Diamondbacks,0.0,0.0715,Y,0.3333333333333333,0,0.4,0,0.3,0
5,R.Grichuk o0.5 Runs Scored,Thespinzone,138,0.08,0.1903999999999999,Colorado Rockies,R.Grichuk,Arizona Diamondbacks,0.0,0.1103999999999999,N,0.4782608695652174,0,0.4,0,0.4,0
6,H.Castro o0.5 Runs Scored,Thespinzone,155,0.08,0.204,Colorado Rockies,H.Castro,Arizona Diamondbacks,0.0,0.1239999999999999,N,0.25,0,0.2,0,0.2,0
7,C.Carroll o0.5 Runs Scored,Thespinzone,-120,0.11,0.2016666666666667,Arizona Diamondbacks,C.Carroll,Colorado Rockies,1.0,0.0916666666666666,N,0.49019607843137253,0,0.4,0,0.3,0
8,G.Perdomo o0.5 Runs Scored,Thespinzone,155,0.08,0.204,Arizona Diamondbacks,G.Perdomo,Colorado Rockies,1.0,0.1239999999999999,N,0.4523809523809524,0,0.4,0,0.6,1
9,J.Lowe o0.5 RBI,Thespinzone,175,0.08,0.22,Tampa Bay Rays,J.Lowe,Chicago Cubs,0.0,0.14,N,0.4888888888888889,0,0.6,1,0.5,0
10,Y.Diaz o0.5 Runs Scored,Thespinzone,-108,0.08,0.154074074074074,Houston Astros,Y.Diaz,Minnesota Twins,1.0,0.074074074074074,N,0.38095238095238093,0,0.4,0,0.3,0
11,T.Bradley o5.5 Ks,PropBetGuy,116,1.16,2.5056,Tampa Bay Rays,T.Bradley,Chicago Cubs,0.0,1.3456,Y,0.8333333333333334,1,0.8,1,0.8333333333333334,1
12,B.Reynolds o0.5 RBI,Thespinzone,170,0.08,0.216,Pittsburgh Pirates,B.Reynolds,San Francisco Giants,0.0,0.136,N,0.37254901960784315,0,0.4,0,0.4,0
13,J.Suwinski o1.5 Total Bases,charliedisturco,145,0.73,1.7885,Pittsburgh Pirates,J.Suwinski,San Francisco Giants,0.0,1.0585,Y,0.26666666666666666,0,0.4,0,0.3,0
14,J.Suwinski o0.5 HR,charliedisturco,525,0.53,3.3125,Pittsburgh Pirates,J.Suwinski,San Francisco Giants,0.0,2.7825,Y,0.17777777777777778,0,0.4,0,0.2,0
15,R.Greene o0.5 Runs Scored,Thespinzone,160,0.08,0.208,Detroit Tigers,R.Greene,Texas Rangers,1.0,0.128,N,0.47058823529411764,0,0.6,1,0.5,0
16,J.Heim o0.5 RBI,Thespinzone,165,0.08,0.212,Texas Rangers,J.Heim,Detroit Tigers,0.0,0.132,N,0.4666666666666667,0,0.4,0,0.4,0
17,R.Grossman o0.5 RBI,Thespinzone,230,0.08,0.264,Texas Rangers,R.Grossman,Detroit Tigers,0.0,0.184,N,0.34782608695652173,0,0.4,0,0.4,0
18,J.Jung o0.5 Runs Scored,Thespinzone,115,0.08,0.172,Texas Rangers,J.Jung,Detroit Tigers,0.0,0.0919999999999999,N,0.5,0,0.4,0,0.7,1
19,P.Blackburn u3.5 Ks,The_Oddsmaker,-105,1.05,2.05,Oakland Athletics,P.Blackburn,Atlanta Braves,1.0,0.9999999999999998,N,0.0,0,0.0,0,0.0,0
20,D.Waters o0.5 Runs Scored,Thespinzone,170,0.08,0.216,Kansas City Royals,D.Waters,St. Louis Cardinals,0.0,0.136,N,0.25,0,0.25,0,0.25,0
21,S.Perez o0.5 RBI,Thespinzone,128,0.08,0.1824,Kansas City Royals,S.Perez,St. Louis Cardinals,0.0,0.1024,N,0.42857142857142855,0,0.6,1,0.5,0
22,M.Moniak o0.5 HR,Thespinzone,600,0.04,0.28,Los Angeles Angels,M.Moniak,Chicago White Sox,0.0,0.24,N,0.3076923076923077,0,0.4,0,0.2,0
23,M.Betts o0.5 HR,charliedisturco,425,0.1,0.525,Los Angeles Dodgers,M.Betts,Washington Nationals,1.0,0.425,N,0.17307692307692307,0,0.2,0,0.1,0
24,M.Betts o1.5 Total Bases,charliedisturco,120,0.5,1.1,Los Angeles Dodgers,M.Betts,Washington Nationals,1.0,0.6000000000000001,N,0.4807692307692308,0,0.2,0,0.4,0
25,M.Boyd u4.5 strikeouts,Chris Landers,100,1.0,2.0,Detroit Tigers,M.Boyd,Texas Rangers,1.0,1.0,N,0.6,1,0.4,0,0.6,1
26,W.Flores o1.5 total bases,Chris Landers,115,1.0,2.15,San Francisco Giants,W.Flores,Pittsburgh Pirates,1.0,1.15,N,0.36585365853658536,0,0.2,0,0.2,0
27,R.Hill o5.0 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Pittsburgh Pirates,R.Hill,San Francisco Giants,0.0,0.9090909090909088,N,0.45454545454545453,0,0.4,0,0.4,0
28,P.Blackburn u3.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Oakland Athletics,P.Blackburn,Atlanta Braves,1.0,0.9090909090909088,N,0.0,0,0.0,0,0.0,0
