,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,S.Ohtani o0.5 RBI,NicholaskMartin,160,0.5,1.3,Los Angeles Angels,S.Ohtani,Washington Nationals,1.0,0.8,N,0.5,0,0.4,0,0.5,0
1,S.Ohtani o0.5 HR,GDAWG5000,500,0.1,0.6000000000000001,Los Angeles Angels,S.Ohtani,Washington Nationals,1.0,0.5000000000000001,N,0.1,0,0.2,0,0.1,0
3,P.Corbin u3.5 Ks,jimsannes,114,1.14,2.4395999999999995,Washington Nationals,P.Corbin,Los Angeles Angels,0.0,1.2995999999999996,Y,1.0,1,1.0,1,1.0,1
4,M.Yastrzemski u0.5 Hits,PropBetGuy,115,1.0,2.15,San Francisco Giants,M.Yastrzemski,Los Angeles Dodgers,1.0,1.15,N,0.3,0,0.2,0,0.3,0
5,M.Muncy u0.5 Hits,PropBetGuy,150,1.0,2.5,Los Angeles Dodgers,M.Muncy,San Francisco Giants,0.0,1.5,N,0.6,1,0.6,1,0.6,1
6,D.Cease o9.5 Ks,JoeDellera,1400,0.1,1.5,Chicago White Sox,D.Cease,Minnesota Twins,0.0,1.4,N,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
7,D.Cease o5.5 Ks,JoeDellera,-102,0.98,1.9407843137254903,Chicago White Sox,D.Cease,Minnesota Twins,0.0,0.9607843137254904,Y,1.0,1,1.0,1,1.0,1
8,G.Stanton o0.5 RBI,NicholaskMartin,215,1.08,3.402,New York Yankees,G.Stanton,Cleveland Guardians,0.0,2.322,Y,0.6666666666666666,1,0.6,1,0.6666666666666666,1
9,A.Rizzo o0.5 RBI,NicholaskMartin,200,0.5,1.5,New York Yankees,A.Rizzo,Cleveland Guardians,0.0,1.0,N,0.3333333333333333,0,0.0,0,0.3333333333333333,0
10,S.Alcantara u6.5 Ks,PropBetGuy,114,1.14,2.4395999999999995,Miami Marlins,S.Alcantara,Philadelphia Phillies,0.0,1.2995999999999996,Y,1.0,1,1.0,1,1.0,1
12,P.Goldschmidt o0.5 HR,GDAWG5000,425,0.1,0.525,St. Louis Cardinals,P.Goldschmidt,Colorado Rockies,0.0,0.425,N,0.1,0,0.0,0,0.1,0
13,S.Matz o4.5 Ks,jimsannes,102,1.0,2.02,St. Louis Cardinals,S.Matz,Colorado Rockies,0.0,1.02,N,0.5,0,0.5,0,0.5,0
14,J.Cronenworth u0.5 Total Bases,_Collin1,115,1.27,2.7305,San Diego Padres,J.Cronenworth,New York Mets,0.0,1.4605,Y,0.7272727272727273,1,0.8,1,0.7,1
15,E.Hosmer o0.5 Total Bases,_Collin1,-185,0.5,0.7702702702702703,Chicago Cubs,E.Hosmer,Seattle Mariners,1.0,0.2702702702702703,Y,0.375,0,0.4,0,0.375,0
16,V.Pasquantino o0.5 HR,GDAWG5000,800,0.1,0.9,Kansas City Royals,V.Pasquantino,Texas Rangers,0.0,0.8,N,0.0,0,0.0,0,0.0,0
18,C.Walker o1.5 Total Bases,charliedisturco,115,0.58,1.247,Arizona Diamondbacks,C.Walker,Milwaukee Brewers,1.0,0.6670000000000001,Y,0.36363636363636365,0,0.4,0,0.4,0
19,N.Pivetta u5.0 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Boston Red Sox,N.Pivetta,Tampa Bay Rays,0.0,0.9090909090909088,N,0.0,0,0.0,0,0.0,0
