,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,Z.Eflin o5.5 strikeouts,Chris Landers,-105,1.0,1.9523809523809523,Tampa Bay Rays,Z.Eflin,Kansas City Royals,0,0.9523809523809524,N,0.5,0,0.6,1,0.5,0
1,R.Olson o4.5 strikeouts,Chris Landers,-125,1.0,1.8,Detroit Tigers,R.Olson,Seattle Mariners,0,0.8,Y,0.5555555555555556,1,0.6,1,0.5555555555555556,1
2,C.Cowser o0.5 RBI,Thespinzone,220,0.08,0.256,Baltimore Orioles,C.Cowser,Miami Marlins,1,0.176,N,0.2857142857142857,0,0.2,0,0.2857142857142857,0
3,C.Cowser o0.5 Runs Scored,Thespinzone,150,0.08,0.2,Baltimore Orioles,C.Cowser,Miami Marlins,1,0.12,Y,1.0,1,1.0,1,1.0,1
4,D.Myers o0.5 RBI,Thespinzone,240,0.08,0.272,Miami Marlins,D.Myers,Baltimore Orioles,0,0.192,Y,0.7777777777777778,1,0.8,1,0.7777777777777778,1
5,D.Myers o0.5 Runs Scored,Thespinzone,188,0.08,0.2304,Miami Marlins,D.Myers,Baltimore Orioles,0,0.1503999999999999,N,0.4444444444444444,0,0.6,1,0.4444444444444444,0
6,K.Bradish o7.5 Ks,charliedisturco,900,0.1,1.0,Baltimore Orioles,K.Bradish,Miami Marlins,1,0.9,Y,0.17647058823529413,0,0.4,0,0.3,0
7,K.Bradish o5.5 Ks,charliedisturco,230,0.25,0.825,Baltimore Orioles,K.Bradish,Miami Marlins,1,0.575,Y,0.4117647058823529,0,0.8,1,0.5,0
8,K.Bradish o4.5 Ks,charliedisturco,104,0.75,1.53,Baltimore Orioles,K.Bradish,Miami Marlins,1,0.78,Y,0.6470588235294118,1,1.0,1,0.7,1
9,K.Bradish o4.5 Ks,AnthonyDabbundo,104,1.0,2.04,Baltimore Orioles,K.Bradish,Miami Marlins,1,1.04,Y,0.6470588235294118,1,1.0,1,0.7,1
10,K.Bradish o7.5 Ks,AnthonyDabbundo,800,0.25,2.25,Baltimore Orioles,K.Bradish,Miami Marlins,1,2.0,Y,0.17647058823529413,0,0.4,0,0.3,0
11,E.Jimenez o0.5 RBI,Thespinzone,128,0.1,0.228,Chicago White Sox,E.Jimenez,Atlanta Braves,0,0.128,N,0.45161290322580644,0,0.0,0,0.2,0
12,R.Olson o4.5 Ks,PropBetGuy,-115,1.15,2.1499999999999995,Detroit Tigers,R.Olson,Seattle Mariners,0,0.9999999999999996,Y,0.5555555555555556,1,0.6,1,0.5555555555555556,1
13,M.Chapman o0.5 RBI,Thespinzone,120,0.1,0.22,Toronto Blue Jays,M.Chapman,Arizona Diamondbacks,1,0.12,N,0.27472527472527475,0,0.2,0,0.2,0
14,Z.Eflin o5.5 Ks,MikeRandle,-118,1.0,1.847457627118644,Tampa Bay Rays,Z.Eflin,Kansas City Royals,0,0.847457627118644,N,0.5,0,0.6,1,0.5,0
15,B.Harper o0.5 Runs Scored,Thespinzone,-105,0.1,0.1952380952380952,Philadelphia Phillies,B.Harper,San Diego Padres,1,0.0952380952380952,Y,0.5,0,0.6,1,0.6,1
16,D.Ellis o0.5 Runs Scored,Thespinzone,150,0.08,0.2,Philadelphia Phillies,D.Ellis,San Diego Padres,1,0.12,N,0.08333333333333333,0,0.0,0,0.1,0
17,D.Ellis o0.5 HR,Thespinzone,550,0.04,0.26,Philadelphia Phillies,D.Ellis,San Diego Padres,1,0.22,N,0.08333333333333333,0,0.0,0,0.1,0
