,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,B.Belt u0.5 Hits,PropBetGuy,-105,1.0,1.9523809523809523,Toronto Blue Jays,B.Belt,Los Angeles Angels,0.0,0.9523809523809524,Y,0.8333333333333334,1,1.0,1,0.8333333333333334,1
1,G.Springer o1.5 Total Bases,charliedisturco,120,0.6,1.32,Toronto Blue Jays,G.Springer,Los Angeles Angels,0.0,0.7200000000000001,Y,0.2222222222222222,0,0.2,0,0.2222222222222222,0
2,S.Ohtani o0.5 HR,JoeDellera,360,0.1,0.4599999999999999,Los Angeles Angels,S.Ohtani,Toronto Blue Jays,1.0,0.3599999999999999,N,0.0,0,0.0,0,0.0,0
3,S.Ohtani o0.5 HR,GDAWG5000,360,0.3,1.38,Los Angeles Angels,S.Ohtani,Toronto Blue Jays,1.0,1.0799999999999998,N,0.0,0,0.0,0,0.0,0
4,S.Ohtani o1.5 Total Bases,JoeDellera,-125,0.2,0.36,Los Angeles Angels,S.Ohtani,Toronto Blue Jays,1.0,0.1599999999999999,Y,0.625,1,0.6,1,0.625,1
6,G.Springer o0.5 HR,NicholaskMartin,450,1.13,6.215,Toronto Blue Jays,G.Springer,Los Angeles Angels,0.0,5.085,Y,0.1111111111111111,0,0.2,0,0.1111111111111111,0
8,M.Trout o1.5 Total Bases,NicholaskMartin,125,0.94,2.115,Los Angeles Angels,M.Trout,Toronto Blue Jays,1.0,1.1750000000000005,Y,0.5,0,0.4,0,0.5,0
9,A.Judge o1.5 Total Bases,charliedisturco,-105,0.5,0.9761904761904762,New York Yankees,A.Judge,Baltimore Orioles,0.0,0.4761904761904761,Y,0.5,0,0.2,0,0.5,0
10,G.Torres o0.5 HR,GDAWG5000,600,0.1,0.7000000000000001,New York Yankees,G.Torres,Baltimore Orioles,0.0,0.6000000000000001,N,0.25,0,0.2,0,0.25,0
13,Y.Moncada o0.5 HR,GDAWG5000,750,0.1,0.8500000000000001,Chicago White Sox,Y.Moncada,Pittsburgh Pirates,0.0,0.7500000000000001,N,0.0,0,0.0,0,0.0,0
14,S.Fujinami o3.5 Ks,The_Oddsmaker,-135,1.35,2.35,Oakland Athletics,S.Fujinami,Tampa Bay Rays,0.0,1.0,N,0.5,0,0.5,0,0.5,0
15,C.Morton u6.5 Ks,PropBetGuy,-144,1.0,1.6944444444444444,Atlanta Braves,C.Morton,San Diego Padres,1.0,0.6944444444444444,Y,1.0,1,1.0,1,1.0,1
16,O.Albies o0.5 HR,GDAWG5000,750,0.1,0.8500000000000001,Atlanta Braves,O.Albies,San Diego Padres,1.0,0.7500000000000001,N,0.1111111111111111,0,0.0,0,0.1111111111111111,0
18,F.Freeman o1.5 Total Bases,_Collin1,-120,0.5,0.9166666666666669,Los Angeles Dodgers,F.Freeman,Arizona Diamondbacks,0.0,0.4166666666666668,Y,0.5555555555555556,1,0.6,1,0.5555555555555556,1
19,A.Gomber o3.5 Ks,_Collin1,-125,0.5,0.9,Colorado Rockies,A.Gomber,Washington Nationals,1.0,0.4,Y,1.0,1,1.0,1,1.0,1
20,D.Swanson o0.5 Runs Scored,Thespinzone,135,0.14,0.329,Chicago Cubs,D.Swanson,Texas Rangers,1.0,0.189,Y,0.8571428571428571,1,1.0,1,0.8571428571428571,1
