,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,M.Kelly o6.5 strikeouts,Teddy Ricketson,110,1.0,2.1,Arizona Diamondbacks,M.Kelly,Milwaukee Brewers,0.0,1.1,Y,0.5333333333333333,1,0.8,1,0.6,1
1,K.Carpenter o0.5 hits,Teddy Ricketson,-250,1.0,1.4,Detroit Tigers,K.Carpenter,Kansas City Royals,1.0,0.3999999999999999,Y,0.5483870967741935,1,0.8,1,0.7,1
2,J.Berrios o4.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Toronto Blue Jays,J.Berrios,Miami Marlins,0.0,0.9090909090909092,N,0.6666666666666666,1,0.6,1,0.6,1
3,C.Burnes u6.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Milwaukee Brewers,C.Burnes,Arizona Diamondbacks,1.0,0.9090909090909092,Y,0.5333333333333333,1,0.2,0,0.4,0
4,M.McLain o1.5 Total Bases,cowhitchurch,137,0.5,1.185,Cincinnati Reds,M.McLain,Colorado Rockies,1.0,0.685,N,0.53125,1,0.4,0,0.4,0
5,B.Williamson o4.5 Ks,MikeRandle,105,1.0,2.05,Cincinnati Reds,B.Williamson,Colorado Rockies,1.0,1.0499999999999998,Y,0.42857142857142855,0,0.4,0,0.42857142857142855,0
6,M.McLain o1.5 Total Bases,charliedisturco,115,0.5,1.075,Cincinnati Reds,M.McLain,Colorado Rockies,1.0,0.575,N,0.53125,1,0.4,0,0.4,0
7,M.McLain o0.5 HR,charliedisturco,450,0.1,0.55,Cincinnati Reds,M.McLain,Colorado Rockies,1.0,0.45,N,0.0625,0,0.0,0,0.0,0
8,B.Reynolds o1.5 Total Bases,NicholaskMartin,100,0.75,1.5,Pittsburgh Pirates,B.Reynolds,Chicago Cubs,1.0,0.75,N,0.3382352941176471,0,0.4,0,0.3,0
9,K.Carpenter o1.5 Total Bases,charliedisturco,120,0.5,1.1,Detroit Tigers,K.Carpenter,Kansas City Royals,1.0,0.6000000000000001,Y,0.41935483870967744,0,0.4,0,0.4,0
10,K.Carpenter o0.5 HR,charliedisturco,525,0.1,0.625,Detroit Tigers,K.Carpenter,Kansas City Royals,1.0,0.525,Y,0.12903225806451613,0,0.2,0,0.1,0
11,J.Berrios o4.5 Ks,JoeDellera,105,0.5,1.025,Toronto Blue Jays,J.Berrios,Miami Marlins,0.0,0.5249999999999999,N,0.6666666666666666,1,0.6,1,0.6,1
12,M.Machado o1.5 Total Bases,charliedisturco,110,0.5,1.05,San Diego Padres,M.Machado,San Francisco Giants,0.0,0.55,N,0.23214285714285715,0,0.2,0,0.2,0
13,M.Machado o0.5 HR,charliedisturco,525,0.1,0.625,San Diego Padres,M.Machado,San Francisco Giants,0.0,0.525,N,0.10714285714285714,0,0.2,0,0.3,0
14,H.Brown o5.5 Ks,JoeDellera,-118,0.5,0.923728813559322,Houston Astros,H.Brown,New York Mets,1.0,0.423728813559322,Y,0.5714285714285714,1,0.6,1,0.6,1
15,N.Arenado o0.5 RBI,Thespinzone,115,0.1,0.215,St. Louis Cardinals,N.Arenado,Washington Nationals,0.0,0.1149999999999999,Y,0.4,0,0.4,0,0.5,0
