,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,C.Morton o6.5 strikeouts,Chris Landers,-110,1.0,1.9090909090909087,Atlanta Braves,C.Morton,Chicago White Sox,1,0.9090909090909092,N,0.4444444444444444,0,0.4,0,0.5,0
1,T.Hernandez o1.5 total bases,Chris Landers,120,1.0,2.2,Seattle Mariners,T.Hernandez,Detroit Tigers,1,1.2000000000000002,N,0.0,0,0.0,0,0.0,0
2,A.Civale u4.5 strikeouts,Chris Landers,105,1.0,2.05,Cleveland Guardians,A.Civale,Texas Rangers,0,1.0499999999999998,Y,0.5,0,0.4,0,0.5,0
3,L.Arraez o1.5 total bases,Dan Servodidio,-110,1.0,1.9090909090909087,Miami Marlins,L.Arraez,Baltimore Orioles,0,0.9090909090909092,N,0.25287356321839083,0,0.2,0,0.2,0
4,C.Burnes o6.5 Ks,cowhitchurch,145,0.5,1.225,Milwaukee Brewers,C.Burnes,Cincinnati Reds,0,0.7250000000000001,Y,0.47368421052631576,0,0.4,0,0.6,1
5,N.Gonzales o0.5 RBI,Thespinzone,185,0.08,0.228,Pittsburgh Pirates,N.Gonzales,San Francisco Giants,1,0.148,N,0.35294117647058826,0,0.2,0,0.3,0
6,P.Bailey o0.5 RBI,Thespinzone,165,0.08,0.212,San Francisco Giants,P.Bailey,Pittsburgh Pirates,0,0.132,Y,0.3902439024390244,0,0.2,0,0.2,0
7,J.Davis o0.5 RBI,Thespinzone,145,0.08,0.196,San Francisco Giants,J.Davis,Pittsburgh Pirates,0,0.116,N,0.29411764705882354,0,0.2,0,0.2,0
8,A.Slater o0.5 RBI,Thespinzone,230,0.08,0.264,San Francisco Giants,A.Slater,Pittsburgh Pirates,0,0.184,N,0.2222222222222222,0,0.2,0,0.2,0
9,C.Santana o1.5 Total Bases,cowhitchurch,130,0.5,1.15,Pittsburgh Pirates,C.Santana,San Francisco Giants,1,0.6499999999999999,N,0.3493975903614458,0,0.0,0,0.1,0
10,P.Bailey o1.5 Total Bases,charliedisturco,110,0.5,1.05,San Francisco Giants,P.Bailey,Pittsburgh Pirates,0,0.55,N,0.3170731707317073,0,0.2,0,0.3,0
11,P.Bailey o0.5 HR,charliedisturco,680,0.1,0.78,San Francisco Giants,P.Bailey,Pittsburgh Pirates,0,0.68,N,0.0975609756097561,0,0.0,0,0.1,0
12,M.Kopech o4.5 Ks,AnthonyDabbundo,130,1.0,2.3,Chicago White Sox,M.Kopech,Atlanta Braves,0,1.2999999999999998,N,0.6470588235294118,1,0.4,0,0.7,1
13,S.Murphy o1.5 Total Bases,charliedisturco,120,0.5,1.1,Atlanta Braves,S.Murphy,Chicago White Sox,1,0.6000000000000001,N,0.29411764705882354,0,0.6,1,0.4,0
14,S.Murphy o0.5 HR,charliedisturco,400,0.1,0.5,Atlanta Braves,S.Murphy,Chicago White Sox,1,0.4,N,0.16176470588235295,0,0.2,0,0.3,0
15,B.Bello o4.5 Ks,SBK5065,-135,0.68,1.1837037037037037,Boston Red Sox,B.Bello,Chicago Cubs,0,0.5037037037037037,Y,0.7333333333333333,1,0.8,1,0.7,1
16,B.Bello o4.5 Ks,The_Oddsmaker,-130,1.3,2.3,Boston Red Sox,B.Bello,Chicago Cubs,0,0.9999999999999998,Y,0.7333333333333333,1,0.8,1,0.7,1
17,D.LeMahieu o1.5 Total Bases,cowhitchurch,-105,0.53,1.0347619047619048,New York Yankees,D.LeMahieu,Colorado Rockies,0,0.5047619047619047,Y,0.3116883116883117,0,0.4,0,0.2,0
18,A.Volpe o1.5 Total Bases,charliedisturco,-110,0.55,1.05,New York Yankees,A.Volpe,Colorado Rockies,0,0.5,N,0.30434782608695654,0,0.2,0,0.4,0
19,A.Volpe o0.5 HR,charliedisturco,575,0.1,0.675,New York Yankees,A.Volpe,Colorado Rockies,0,0.5750000000000001,N,0.13043478260869565,0,0.2,0,0.3,0
20,L.Castillo u7.5 Ks,The_Oddsmaker,-120,1.2,2.2,Seattle Mariners,L.Castillo,Detroit Tigers,1,1.0000000000000002,Y,0.6842105263157895,1,1.0,1,0.7,1
21,C.Carroll o0.5 Runs Scored,Thespinzone,112,0.1,0.212,Arizona Diamondbacks,C.Carroll,Toronto Blue Jays,0,0.112,N,0.5057471264367817,1,0.2,0,0.2,0
22,D.Myers o0.5 Runs Scored,Thespinzone,205,0.08,0.244,Miami Marlins,D.Myers,Baltimore Orioles,0,0.1639999999999999,N,0.42857142857142855,0,0.4,0,0.42857142857142855,0
23,N.Castellanos o0.5 RBI,Thespinzone,150,0.1,0.25,Philadelphia Phillies,N.Castellanos,San Diego Padres,1,0.15,N,0.375,0,0.0,0,0.3,0
24,M.Machado o0.5 RBI,Thespinzone,115,0.1,0.215,San Diego Padres,M.Machado,Philadelphia Phillies,0,0.1149999999999999,Y,0.37333333333333335,0,0.8,1,0.7,1
