,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,A.Rizzo o0.5 HR,JoeDellera,650,0.1,0.75,New York Yankees,A.Rizzo,Boston Red Sox,1.0,0.65,N,0.13114754098360656,0,0.0,0,0.0,0
1,A.Verdugo o1.5 Total Bases,MikeRandle,122,1.0,2.22,Boston Red Sox,A.Verdugo,New York Yankees,0.0,1.2199999999999998,N,0.43548387096774194,0,0.2,0,0.3,0
2,G.Torres o0.5 Runs Scored,Thespinzone,115,0.11,0.2365,New York Yankees,G.Torres,Boston Red Sox,1.0,0.1265,N,0.48484848484848486,0,0.4,0,0.2,0
3,A.Verdugo o0.5 Runs Scored,Thespinzone,110,0.11,0.231,Boston Red Sox,A.Verdugo,New York Yankees,0.0,0.121,N,0.5483870967741935,1,0.2,0,0.3,0
4,M.Yoshida o0.5 Runs Scored,Thespinzone,125,0.11,0.2475,Boston Red Sox,M.Yoshida,New York Yankees,0.0,0.1375,N,0.4482758620689655,0,0.0,0,0.3,0
5,P.Goldschmidt o0.5 Runs Scored,Thespinzone,102,0.15,0.303,St. Louis Cardinals,P.Goldschmidt,Cincinnati Reds,1.0,0.153,Y,0.46875,0,0.4,0,0.5,0
6,B.Drury o0.5 RBI,Thespinzone,165,0.17,0.4505,Los Angeles Angels,B.Drury,Seattle Mariners,1.0,0.2804999999999999,Y,0.31666666666666665,0,0.2,0,0.3,0
7,L.Gilbert o5.5 Ks,PropBetGuy,-115,1.15,2.1499999999999995,Seattle Mariners,L.Gilbert,Los Angeles Angels,0.0,0.9999999999999996,N,0.7692307692307693,1,0.6,1,0.7,1
8,B.Reynolds o0.5 RBI,Thespinzone,145,0.1,0.245,Pittsburgh Pirates,B.Reynolds,New York Mets,1.0,0.145,N,0.36065573770491804,0,0.2,0,0.3,0
9,F.Alvarez o0.5 RBI,Thespinzone,190,0.1,0.29,New York Mets,F.Alvarez,Pittsburgh Pirates,0.0,0.1899999999999999,N,0.29545454545454547,0,0.8,1,0.4,0
10,F.Alvarez o0.5 HR,Thespinzone,600,0.04,0.28,New York Mets,F.Alvarez,Pittsburgh Pirates,0.0,0.24,N,0.18181818181818182,0,0.4,0,0.2,0
11,R.Arozarena o0.5 Runs Scored,Thespinzone,107,0.15,0.3105,Tampa Bay Rays,R.Arozarena,Texas Rangers,1.0,0.1605,N,0.515625,1,0.8,1,0.5,0
12,R.Arozarena o1.5 Total Bases,charliedisturco,130,0.5,1.15,Tampa Bay Rays,R.Arozarena,Texas Rangers,1.0,0.6499999999999999,N,0.265625,0,0.2,0,0.1,0
13,R.Arozarena o0.5 HR,charliedisturco,500,0.1,0.6000000000000001,Tampa Bay Rays,R.Arozarena,Texas Rangers,1.0,0.5000000000000001,N,0.140625,0,0.2,0,0.1,0
14,B.Garrett o4.5 Ks,PropBetGuy,-118,1.0,1.847457627118644,Miami Marlins,B.Garrett,Chicago White Sox,0.0,0.847457627118644,Y,0.6153846153846154,1,0.8,1,0.6,1
15,N.Jones o0.5 RBI,Thespinzone,200,0.2,0.6000000000000001,Colorado Rockies,N.Jones,San Diego Padres,1.0,0.4000000000000001,Y,0.6,1,0.8,1,0.7,1
16,R.Grichuk o0.5 Runs Scored,Thespinzone,100,0.15,0.3,Colorado Rockies,R.Grichuk,San Diego Padres,1.0,0.15,N,0.48484848484848486,0,0.4,0,0.5,0
17,J.Soto o0.5 RBI,Thespinzone,110,0.11,0.231,San Diego Padres,J.Soto,Colorado Rockies,0.0,0.121,Y,0.3230769230769231,0,0.4,0,0.3,0
18,M.Conforto o0.5 Runs Scored,Thespinzone,120,0.12,0.264,San Francisco Giants,M.Conforto,Chicago Cubs,1.0,0.144,Y,0.5178571428571429,1,0.6,1,0.4,0
19,J.Pederson o0.5 RBI,Thespinzone,165,0.12,0.318,San Francisco Giants,J.Pederson,Chicago Cubs,1.0,0.198,Y,0.46875,0,0.6,1,0.5,0
20,C.Morel o0.5 HR,Thespinzone,600,0.04,0.28,Chicago Cubs,C.Morel,San Francisco Giants,0.0,0.24,N,0.28,0,0.0,0,0.0,0
21,M.Yastrzemski o0.5 Runs Scored,Thespinzone,123,0.15,0.3344999999999999,San Francisco Giants,M.Yastrzemski,Chicago Cubs,1.0,0.1844999999999999,N,0.5,0,0.2,0,0.5,0
22,J.Naylor o0.5 RBI,Thespinzone,140,0.15,0.36,Cleveland Guardians,J.Naylor,Houston Astros,1.0,0.21,N,0.45614035087719296,0,0.6,1,0.6,1
23,J.Wiemer o0.5 HR,Thespinzone,420,0.04,0.208,Milwaukee Brewers,J.Wiemer,Oakland Athletics,1.0,0.168,N,0.109375,0,0.2,0,0.2,0
24,A.Bohm o0.5 RBI,Thespinzone,150,0.1,0.25,Philadelphia Phillies,A.Bohm,Los Angeles Dodgers,1.0,0.15,N,0.3888888888888889,0,0.2,0,0.3,0
25,J.Martinez o0.5 RBI,Thespinzone,125,0.11,0.2475,Los Angeles Dodgers,J.Martinez,Philadelphia Phillies,0.0,0.1375,N,0.52,1,0.4,0,0.5,0
26,M.Yoshida o1.5 total bases,Chris Landers,130,1.0,2.3,Boston Red Sox,M.Yoshida,New York Yankees,0.0,,N,0.5517241379310345,1,0.0,0,0.4,0
27,J.Naylor o1.5 total bases,Colby Conway,-110,1.0,1.9090909090909087,Cleveland Guardians,J.Naylor,Houston Astros,1.0,,N,0.42105263157894735,0,0.8,1,0.7,1
