,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,G.Arias o0.5 hits,Teddy Ricketson,-120,1.0,1.8333333333333333,Cleveland Guardians,G.Arias,Chicago White Sox,0,0.8333333333333335,Y,0.30666666666666664,0,0.4,0,0.2,0
1,K.Senga o5.5 strikeouts,Teddy Ricketson,-175,1.0,1.5714285714285714,New York Mets,K.Senga,Washington Nationals,1,0.5714285714285714,N,0.7777777777777778,1,0.8,1,0.8,1
2,D.Swanson o0.5 hits,Teddy Ricketson,-275,1.0,1.3636363636363638,Chicago Cubs,D.Swanson,St. Louis Cardinals,0,0.3636363636363637,Y,0.625,1,0.8,1,0.6,1
3,N.Hoerner o1.0 total bases,Dan Servodidio,-110,1.0,1.9090909090909087,Chicago Cubs,N.Hoerner,St. Louis Cardinals,0,0.9090909090909092,Y,0.4574468085106383,0,1.0,1,0.7,1
4,R.Greene o0.5 HR,charliedisturco,650,0.1,0.75,Detroit Tigers,R.Greene,Los Angeles Angels,1,0.65,N,0.08955223880597014,0,0.0,0,0.1,0
5,R.Greene o1.5 Total Bases,charliedisturco,150,0.5,1.25,Detroit Tigers,R.Greene,Los Angeles Angels,1,0.75,N,0.417910447761194,0,0.6,1,0.5,0
6,K.Carpenter o0.5 HR,Thespinzone,650,0.08,0.6,Detroit Tigers,K.Carpenter,Los Angeles Angels,1,0.52,N,0.11666666666666667,0,0.0,0,0.0,0
7,R.Greene o0.5 Runs Scored,Thespinzone,130,0.11,0.253,Detroit Tigers,R.Greene,Los Angeles Angels,1,0.143,N,0.4925373134328358,0,0.6,1,0.6,1
8,K.Carpenter o0.5 RBI,Thespinzone,210,0.1,0.31,Detroit Tigers,K.Carpenter,Los Angeles Angels,1,0.21,Y,0.31666666666666665,0,0.6,1,0.5,0
9,M.Moniak o0.5 RBI,Thespinzone,170,0.1,0.27,Los Angeles Angels,M.Moniak,Detroit Tigers,0,0.17,N,0.42,0,0.2,0,0.4,0
10,S.Ohtani o0.5 RBI,Thespinzone,200,0.1,0.3,Los Angeles Angels,S.Ohtani,Detroit Tigers,0,0.2,Y,0.48,0,0.4,0,0.6,1
