,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
18,T.Taylor o0.5 Runs Scored,Thespinzone,-103,0.2,T.Taylor,0.3941747572815534,0.1941747572815534,New York Mets,St Louis Cardinals,0.0,0.3376623376623376,0,0.2,0,0.3,0
19,W.Contreras o0.5 Runs Scored,Thespinzone,102,0.2,W.Contreras,0.404,0.204,St Louis Cardinals,New York Mets,1.0,0.5373134328358209,1,0.4,0,0.6,1
