,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
0,C.Morton u6.5 Ks,SBK5065,-150,0.5,C.Morton,0.8333333333333333,0.3333333333333332,Atlanta Braves,Los Angeles Dodgers,1.0
1,C.Morton u6.5 Ks,The_Oddsmaker,-145,1.0,C.Morton,1.6896551724137931,0.6896551724137931,Atlanta Braves,Los Angeles Dodgers,1.0
2,L.Castillo u7.5 Ks,jimsannes,110,1.0,L.Castillo,2.1,1.1,Seattle Mariners,Oakland Athletics,1.0
3,K.Muller u4.5 Ks,jimsannes,-118,0.85,K.Muller,1.5703389830508474,0.7203389830508474,Oakland Athletics,Seattle Mariners,0.0
