,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
0,M.Wacha u5.5 Ks,AnthonyDabbundo,-148,1.0,M.Wacha,1.6756756756756757,0.6756756756756757,San Diego Padres,Cincinnati Reds,1.0
8,T.Bibee o4.5 Ks,PropBetGuy,-125,1.0,T.Bibee,1.8,0.8,Cleveland Guardians,New York Yankees,0.0
10,H.Brown o5.5 Ks,PropBetGuy,-125,1.25,H.Brown,2.25,1.0,Houston Astros,San Francisco Giants,1.0
11,G.Cole u6.5 strikeouts,Chris Landers,100,1.0,G.Cole,2.0,1.0,New York Yankees,Cleveland Guardians,1.0
12,M.Miller o5.5 strikeouts,Chris Landers,-105,1.0,M.Miller,1.9523809523809523,0.9523809523809524,Oakland Athletics,Seattle Mariners,1.0
