,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
0,M.Trout o1.5 Total Bases,charliedisturco,130,0.5,M.Trout,1.15,0.6499999999999999,Los Angeles Angels,St. Louis Cardinals,0.0
1,B.Drury o1.5 Total Bases,charliedisturco,145,0.5,B.Drury,1.225,0.7250000000000001,Los Angeles Angels,St. Louis Cardinals,0.0
