,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
5,J.Mateo o0.5 Runs Scored,Thespinzone,125,0.08,J.Mateo,0.18,0.0999999999999999,Baltimore Orioles,Kansas City Royals,0.0
7,R.Grichuk o0.5 Runs Scored,Thespinzone,127,0.1,R.Grichuk,0.227,0.127,Colorado Rockies,Milwaukee Brewers,1.0
