,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
0,J.Taillon u4.5 Ks,jimsannes,-128,1.1,J.Taillon,1.959375,0.859375,Chicago Cubs,Los Angeles Angels,0.0
1,C.Bassitt o4.5 Ks,jimsannes,-120,1.0,C.Bassitt,1.8333333333333333,0.8333333333333335,Toronto Blue Jays,Houston Astros,1.0
