Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
7,A.Hays o0.5 Runs Scored,Thespinzone,-105,0.1,0.1952380952380952,0.0952380952380952,A.Hays,Baltimore Orioles,Cincinnati Reds,1,,,,,,
0,J.Ramirez o1.5 total bases,Teddy Ricketson,-125,1.0,1.8,0.8,J.Ramirez,Cleveland Guardians,Kansas City Royals,0,,,,,,
6,M.Machado o1.5 Total Bases,charliedisturco,-105,0.53,1.0347619047619048,0.5047619047619047,M.Machado,San Diego Padres,Pittsburgh Pirates,0,,,,,,
1,A.Abbott u5.5 strikeouts,Teddy Ricketson,-145,1.0,1.6896551724137931,0.6896551724137931,A.Abbott,Cincinnati Reds,Baltimore Orioles,0,,,,,,
2,M.Machado o0.5 RBI,Thespinzone,105,0.15,0.3074999999999999,0.1574999999999999,M.Machado,San Diego Padres,Pittsburgh Pirates,0,0.3387096774193548,0.0,0.4,0.0,0.5,0.0
3,T.Wells o5.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909092,0.9090909090909092,T.Wells,Baltimore Orioles,Cincinnati Reds,1,,,,,,
8,T.Wells o5.5 Ks,kylemurray03,-130,1.0,1.7692307692307692,0.7692307692307692,T.Wells,Baltimore Orioles,Cincinnati Reds,1,,,,,,
9,T.Wells o5.5 Ks,PropBetGuy,-105,1.05,2.05,0.9999999999999998,T.Wells,Baltimore Orioles,Cincinnati Reds,1,,,,,,
10,J.Ryan o5.5 Ks,AnthonyDabbundo,-115,1.15,2.1499999999999995,0.9999999999999996,J.Ryan,Minnesota Twins,Atlanta Braves,0,,,,,,
13,G.Whitlock o4.5 Ks,kylemurray03,-135,1.0,1.7407407407407407,0.7407407407407407,G.Whitlock,Boston Red Sox,Miami Marlins,1,,,,,,
15,J.Teheran o3.5 Ks,kylemurray03,-131,1.0,1.763358778625954,0.7633587786259541,J.Teheran,Milwaukee Brewers,New York Mets,0,,,,,,
18,K.Gausman o6.5 Ks,kylemurray03,-162,1.0,1.617283950617284,0.617283950617284,K.Gausman,Toronto Blue Jays,San Francisco Giants,1,,,,,,
19,Z.Gallen o5.5 Ks,kylemurray03,-155,1.0,1.6451612903225803,0.6451612903225805,Z.Gallen,Arizona Diamondbacks,Tampa Bay Rays,1,,,,,,
11,M.Manning u3.5 Ks,SBK5065,130,0.5,1.15,0.6499999999999999,M.Manning,Detroit Tigers,Texas Rangers,0,,,,,,
