,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
2,K.Maeda o5.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909092,0.9090909090909092,K.Maeda,Minnesota Twins,Seattle Mariners,1.0
10,K.Maeda o5.5 Ks,cowhitchurch,-160,0.8,1.3,0.5,K.Maeda,Minnesota Twins,Seattle Mariners,1.0
11,K.Maeda o5.5 Ks,JoeDellera,-140,0.35,0.6,0.25,K.Maeda,Minnesota Twins,Seattle Mariners,1.0
5,P.Corbin u4.5 Ks,cowhitchurch,130,1.0,2.3,1.2999999999999998,P.Corbin,Washington Nationals,Colorado Rockies,1.0
