,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
0,S.Lugo u5.5 Ks,cowhitchurch,-130,0.65,1.15,0.4999999999999999,S.Lugo,San Diego Padres,Los Angeles Angels,1
1,J.France u5.5 Ks,Thespinzone,-120,0.09,0.165,0.075,J.France,Houston Astros,Colorado Rockies,1
