,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
6,D.Cease o7.5 Ks,JoeDellera,125,0.5,1.125,0.625,D.Cease,Chicago White Sox,Oakland Athletics,0.0
1,T.Glasnow o7.5 Strikeouts,Josh Wagner,-110,1.0,1.9090909090909092,0.9090909090909092,T.Glasnow,Tampa Bay Rays,Seattle Mariners,0.0
7,B.Williamson o3.5 Ks,Thespinzone,100,0.15,0.3,0.15,B.Williamson,Cincinnati Reds,San Diego Padres,1.0
