,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
5,J.Turner o0.5 Runs Scored,Thespinzone,125,0.1,0.225,0.125,J.Turner,Boston Red Sox,Toronto Blue Jays,0.0
