Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,F.Freeman o1.5 total bases,Rotowire Prizepicks,100,1.5,F.Freeman,3.0,1.5,Los Angeles Dodgers,Chicago White Sox,0.0,0.4743589743589743,0,0.8,1,0.6,1
0,L.Castillo u2.5 Earned Runs,SportsBookBreakers,-145,1.0,L.Castillo,1.6896551724137931,0.6896551724137931,Seattle Mariners,Tampa Bay Rays,0.0,0.625,1,0.6,1,0.7,1
0,K.Gausman o5.5 Hits Allowed,MrTuttle05,-115,1.15,K.Gausman,2.1499999999999995,0.9999999999999996,Toronto Blue Jays,Boston Red Sox,0.0,0.4666666666666667,0,0.6,1,0.5,0
0,S.Lugo o18.5 Outs,PropBetGuy,116,1.0,S.Lugo,2.16,1.16,Kansas City Royals,Miami Marlins,1.0,0.5625,1,0.4,0,0.6,1
0,G.Cole u5.5 Ks,The_Oddsmaker,-120,1.2,G.Cole,2.2,1.0000000000000002,New York Yankees,New York Mets,0.0,1.0,1,1.0,1,1.0,1
1,G.Cole u5.5 Ks,jimsannes,120,1.0,G.Cole,2.2,1.2000000000000002,New York Yankees,New York Mets,0.0,1.0,1,1.0,1,1.0,1
2,J.Ryan u6.5 Ks,PropBetGuy,-145,1.45,J.Ryan,2.45,1.0000000000000002,Minnesota Twins,Arizona Diamondbacks,0.0,0.6,1,0.6,1,0.7,1
3,M.Gore u5.5 Ks,jimsannes,112,1.0,M.Gore,2.12,1.12,Washington Nationals,San Diego Padres,0.0,0.3333333333333333,0,0.2,0,0.3,0
4,H.Brown u7.5 strikeouts,Rotowire,100,0.75,H.Brown,1.5,0.75,Houston Astros,Colorado Rockies,1.0,0.8571428571428571,1,0.6,1,0.8,1
5,M.Gore u5.5 strikeouts,Rotowire,100,0.75,M.Gore,1.5,0.75,Washington Nationals,San Diego Padres,0.0,0.3333333333333333,0,0.2,0,0.3,0
6,Y.Chirinos o3.5 strikeouts,Rotowire,100,0.75,Y.Chirinos,1.5,0.75,Miami Marlins,Kansas City Royals,0.0,1.0,1,1.0,1,1.0,1
7,A.Gomber u3.5 strikeouts,Rotowire,100,0.75,A.Gomber,1.5,0.75,Colorado Rockies,Houston Astros,0.0,0.5,0,0.6,1,0.6,1
8,H.Brown u7.5 strikeouts,Rotowire Prizepicks,100,1.5,H.Brown,3.0,1.5,Houston Astros,Colorado Rockies,1.0,0.8571428571428571,1,0.6,1,0.8,1
0,A.Pages u2.5 hits+runs+rbi,Rotowire Prizepicks,100,1.5,A.Pages,3.0,1.5,Los Angeles Dodgers,Chicago White Sox,0.0,0.7333333333333333,1,0.6,1,0.7,1
