,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Hicks u16.5 Outs,PropBetGuy,-130,1.3,J.Hicks,2.3,0.9999999999999998,San Francisco Giants,Toronto Blue Jays,1.0,0.8333333333333334,1,1.0,1,1.0,1
1,M.Gore u16.5 Outs,PropBetGuy,-110,1.1,M.Gore,2.1,1.0,Washington Nationals,New York Mets,0.0,0.6111111111111112,1,0.6,1,0.6,1
2,D.Peterson u17.5 outs,Rotowire Prizepicks,100,1.5,D.Peterson,3.0,1.5,New York Mets,Washington Nationals,1.0,0.5714285714285714,1,0.6,1,0.5714285714285714,1
